MARKET: Bitcoin Up or Down - December 12, 10:00AM-10:15AM ET
RESOLUTION: NO
TRADES: 508
TIME RANGE: 2025-12-12 10:00:18 to 2025-12-12 10:09:54
PRICE RANGE: 1.00 - 97.00

--- Position at resolution ---
Remaining YES shares: 2808.62
Remaining NO shares:  2912.42
Final value: $ 2912.42
Total spent (net exposure): $ 2868.46
FINAL PNL: $ 43.97

--- Buy/Sell totals ---
YES buys:  2808.62 sh / $ 737.10
YES sells: 0.00 sh / $ 0.00
NO buys:   2912.42 sh / $ 2131.35
NO sells:  0.00 sh / $ 0.00

--- Cumulative buys ---
YES cumulative: 2808.62 sh / $ 737.10
NO cumulative:  2912.42 sh / $ 2131.35

--- Exposure peaks (trade index: earliest → latest) ---
YES dollar peak: $ 737.10 at trade #508
NO dollar peak:  $ 2131.35 at trade #507
YES share peak:  2808.62 sh at trade #508
NO share peak:   2912.42 sh at trade #507

--- Final exposure ---
YES exposure: $ 737.10 | 2808.62 sh
NO exposure:  $ 2131.35 | 2912.42 sh
NET exposure: $ 2868.46 | 5721.05 sh

--- Trades (Sorted by Timestamp) ---
Idx | Time                | Type | Side | Price(c) |   Shares   |    Cost($)
285 | 2025-12-12 10:03:10 | Buy  | Down |    70.00 |      10.00 | $      7.00
286 | 2025-12-12 10:03:10 | Buy  | Down |    70.00 |      20.00 | $     14.00
287 | 2025-12-12 10:03:10 | Buy  | Down |    69.00 |       2.00 | $      1.38
288 | 2025-12-12 10:03:10 | Buy  | Down |    70.00 |       4.00 | $      2.80
289 | 2025-12-12 10:03:10 | Buy  | Up   |    28.00 |      20.00 | $      5.60
290 | 2025-12-12 10:03:10 | Buy  | Up   |    28.00 |      20.00 | $      5.60
291 | 2025-12-12 10:03:12 | Buy  | Down |    68.00 |       6.00 | $      4.08
292 | 2025-12-12 10:03:12 | Buy  | Down |    68.00 |      20.00 | $     13.60
293 | 2025-12-12 10:03:12 | Buy  | Down |    68.00 |      20.00 | $     13.60
294 | 2025-12-12 10:03:16 | Buy  | Down |    73.00 |      20.00 | $     14.60
295 | 2025-12-12 10:03:16 | Buy  | Down |    72.00 |      10.00 | $      7.20
296 | 2025-12-12 10:03:16 | Buy  | Down |    73.00 |      20.00 | $     14.60
297 | 2025-12-12 10:03:16 | Buy  | Up   |    25.00 |       5.33 | $      1.33
298 | 2025-12-12 10:03:16 | Buy  | Down |    73.00 |       9.00 | $      6.57
299 | 2025-12-12 10:03:16 | Buy  | Down |    73.00 |      20.00 | $     14.60
300 | 2025-12-12 10:03:18 | Buy  | Up   |    27.00 |      10.96 | $      2.96
301 | 2025-12-12 10:03:18 | Buy  | Up   |    26.00 |      13.51 | $      3.51
302 | 2025-12-12 10:03:18 | Buy  | Up   |    27.00 |       5.00 | $      1.35
303 | 2025-12-12 10:03:22 | Buy  | Down |    69.00 |      17.00 | $     11.73
304 | 2025-12-12 10:03:22 | Buy  | Up   |    29.00 |      10.00 | $      2.90
305 | 2025-12-12 10:03:24 | Buy  | Up   |    30.00 |      20.00 | $      6.00
306 | 2025-12-12 10:03:24 | Buy  | Up   |    30.00 |      20.00 | $      6.00
307 | 2025-12-12 10:03:24 | Buy  | Up   |    30.00 |      20.00 | $      6.00
308 | 2025-12-12 10:03:24 | Buy  | Down |    69.00 |       3.00 | $      2.07
309 | 2025-12-12 10:03:24 | Buy  | Up   |    30.00 |       6.00 | $      1.80
310 | 2025-12-12 10:03:26 | Buy  | Up   |    28.00 |       0.50 | $      0.14
311 | 2025-12-12 10:03:26 | Buy  | Up   |    28.00 |      14.85 | $      4.16
312 | 2025-12-12 10:03:26 | Buy  | Up   |    28.00 |      10.69 | $      2.99
313 | 2025-12-12 10:03:28 | Buy  | Up   |    29.00 |       5.00 | $      1.45
314 | 2025-12-12 10:03:28 | Buy  | Down |    70.00 |      15.00 | $     10.50
315 | 2025-12-12 10:03:28 | Buy  | Down |    70.00 |       1.00 | $      0.70
316 | 2025-12-12 10:03:28 | Buy  | Up   |    29.00 |      14.08 | $      4.08
317 | 2025-12-12 10:03:34 | Buy  | Up   |    31.00 |      20.00 | $      6.20
318 | 2025-12-12 10:03:34 | Buy  | Up   |    31.00 |      20.00 | $      6.20
319 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
320 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
321 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
322 | 2025-12-12 10:03:38 | Buy  | Up   |    28.00 |      10.00 | $      2.80
323 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
324 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
325 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
326 | 2025-12-12 10:03:38 | Buy  | Down |    66.00 |      20.00 | $     13.20
327 | 2025-12-12 10:03:40 | Buy  | Up   |    30.00 |       9.81 | $      2.94
328 | 2025-12-12 10:03:40 | Buy  | Up   |    30.00 |      10.19 | $      3.06
329 | 2025-12-12 10:03:40 | Buy  | Up   |    30.00 |       1.00 | $      0.30
330 | 2025-12-12 10:03:40 | Buy  | Up   |    30.00 |       4.13 | $      1.24
331 | 2025-12-12 10:03:40 | Buy  | Down |    68.71 |      20.00 | $     13.74
332 | 2025-12-12 10:03:40 | Buy  | Up   |    31.00 |      20.00 | $      6.20
333 | 2025-12-12 10:03:40 | Buy  | Down |    69.00 |       7.89 | $      5.44
334 | 2025-12-12 10:03:44 | Buy  | Down |    68.00 |       3.12 | $      2.12
335 | 2025-12-12 10:03:48 | Buy  | Down |    69.00 |      20.00 | $     13.80
336 | 2025-12-12 10:03:48 | Buy  | Up   |    30.00 |       5.00 | $      1.50
337 | 2025-12-12 10:03:48 | Buy  | Down |    69.00 |      20.00 | $     13.80
338 | 2025-12-12 10:03:48 | Buy  | Up   |    30.00 |       4.80 | $      1.44
339 | 2025-12-12 10:03:48 | Buy  | Down |    68.00 |      16.87 | $     11.47
340 | 2025-12-12 10:03:50 | Buy  | Up   |    31.00 |      10.43 | $      3.23
341 | 2025-12-12 10:03:50 | Buy  | Up   |    31.00 |       9.56 | $      2.96
342 | 2025-12-12 10:03:52 | Buy  | Up   |    28.00 |       5.71 | $      1.60
343 | 2025-12-12 10:03:52 | Buy  | Up   |    28.00 |       5.00 | $      1.40
344 | 2025-12-12 10:03:52 | Buy  | Up   |    27.00 |      15.00 | $      4.05
345 | 2025-12-12 10:03:52 | Buy  | Up   |    28.00 |       0.88 | $      0.25
346 | 2025-12-12 10:03:52 | Buy  | Up   |    28.00 |       5.40 | $      1.51
347 | 2025-12-12 10:03:52 | Buy  | Up   |    26.00 |       5.00 | $      1.30
348 | 2025-12-12 10:03:52 | Buy  | Up   |    28.00 |       5.71 | $      1.60
349 | 2025-12-12 10:03:52 | Buy  | Up   |    28.00 |       5.40 | $      1.51
350 | 2025-12-12 10:03:52 | Buy  | Up   |    26.00 |      15.00 | $      3.90
351 | 2025-12-12 10:03:56 | Buy  | Up   |    26.00 |       5.00 | $      1.30
352 | 2025-12-12 10:03:56 | Buy  | Up   |    26.00 |      15.00 | $      3.90
353 | 2025-12-12 10:03:58 | Buy  | Up   |    27.00 |       5.00 | $      1.35
354 | 2025-12-12 10:03:58 | Buy  | Up   |    26.00 |       1.35 | $      0.35
355 | 2025-12-12 10:04:00 | Buy  | Down |    72.00 |       5.00 | $      3.60
356 | 2025-12-12 10:04:00 | Buy  | Down |    72.00 |       8.00 | $      5.76
357 | 2025-12-12 10:04:00 | Buy  | Down |    72.00 |       7.00 | $      5.04
358 | 2025-12-12 10:04:02 | Buy  | Down |    72.00 |       5.00 | $      3.60
359 | 2025-12-12 10:04:02 | Buy  | Down |    73.00 |       5.00 | $      3.65
360 | 2025-12-12 10:04:04 | Buy  | Up   |    21.00 |       5.00 | $      1.05
361 | 2025-12-12 10:04:04 | Buy  | Down |    73.00 |       3.70 | $      2.70
362 | 2025-12-12 10:04:06 | Buy  | Up   |    22.00 |       7.17 | $      1.58
363 | 2025-12-12 10:04:06 | Buy  | Up   |    22.00 |      12.82 | $      2.82
364 | 2025-12-12 10:04:06 | Buy  | Up   |    22.00 |       5.00 | $      1.10
365 | 2025-12-12 10:04:06 | Buy  | Up   |    22.00 |       5.00 | $      1.10
366 | 2025-12-12 10:04:06 | Buy  | Up   |    22.00 |      20.00 | $      4.40
367 | 2025-12-12 10:04:06 | Buy  | Up   |    21.00 |      20.00 | $      4.20
368 | 2025-12-12 10:04:08 | Buy  | Down |    79.00 |      20.00 | $     15.80
369 | 2025-12-12 10:04:08 | Buy  | Down |    78.00 |       5.00 | $      3.90
370 | 2025-12-12 10:04:08 | Buy  | Down |    78.00 |       9.09 | $      7.09
371 | 2025-12-12 10:04:08 | Buy  | Down |    79.00 |      20.00 | $     15.80
372 | 2025-12-12 10:04:08 | Buy  | Down |    78.00 |      15.00 | $     11.70
373 | 2025-12-12 10:04:10 | Buy  | Up   |    21.00 |       2.87 | $      0.60
374 | 2025-12-12 10:04:10 | Buy  | Up   |    21.00 |      10.13 | $      2.13
375 | 2025-12-12 10:04:12 | Buy  | Up   |    21.00 |      20.00 | $      4.20
376 | 2025-12-12 10:04:12 | Buy  | Up   |    21.00 |       7.00 | $      1.47
377 | 2025-12-12 10:04:18 | Buy  | Up   |    21.00 |      20.00 | $      4.20
378 | 2025-12-12 10:04:20 | Buy  | Down |    77.00 |       2.04 | $      1.57
379 | 2025-12-12 10:04:20 | Buy  | Down |    76.00 |       9.00 | $      6.84
380 | 2025-12-12 10:04:28 | Buy  | Down |    77.00 |      15.00 | $     11.55
381 | 2025-12-12 10:04:28 | Buy  | Down |    77.00 |       5.00 | $      3.85
382 | 2025-12-12 10:04:28 | Buy  | Down |    78.00 |      20.00 | $     15.60
383 | 2025-12-12 10:04:28 | Buy  | Down |    78.00 |       5.00 | $      3.90
384 | 2025-12-12 10:04:30 | Buy  | Down |    80.00 |      20.00 | $     16.00
385 | 2025-12-12 10:04:34 | Buy  | Down |    83.00 |       9.80 | $      8.13
386 | 2025-12-12 10:04:34 | Buy  | Up   |    16.00 |      20.00 | $      3.20
387 | 2025-12-12 10:04:34 | Buy  | Up   |    16.00 |      20.00 | $      3.20
388 | 2025-12-12 10:04:34 | Buy  | Up   |    16.00 |      20.00 | $      3.20
389 | 2025-12-12 10:04:36 | Buy  | Down |    83.00 |      10.20 | $      8.47
390 | 2025-12-12 10:04:38 | Buy  | Down |    83.00 |       5.88 | $      4.88
391 | 2025-12-12 10:04:40 | Buy  | Down |    83.00 |      20.00 | $     16.60
392 | 2025-12-12 10:04:40 | Buy  | Down |    82.00 |       0.99 | $      0.81
393 | 2025-12-12 10:04:40 | Buy  | Down |    82.00 |      20.00 | $     16.40
394 | 2025-12-12 10:04:40 | Buy  | Down |    83.00 |      20.00 | $     16.60
395 | 2025-12-12 10:04:40 | Buy  | Down |    82.00 |      20.00 | $     16.40
396 | 2025-12-12 10:04:44 | Buy  | Down |    82.00 |      20.00 | $     16.40
397 | 2025-12-12 10:04:46 | Buy  | Up   |    16.00 |       2.75 | $      0.44
398 | 2025-12-12 10:04:46 | Buy  | Up   |    16.00 |      20.00 | $      3.20
399 | 2025-12-12 10:04:50 | Buy  | Up   |    14.00 |       5.00 | $      0.70
400 | 2025-12-12 10:04:54 | Buy  | Up   |    13.00 |      20.00 | $      2.60
401 | 2025-12-12 10:04:54 | Buy  | Up   |    13.00 |      20.00 | $      2.60
402 | 2025-12-12 10:04:54 | Buy  | Down |    85.00 |       6.67 | $      5.67
403 | 2025-12-12 10:05:00 | Buy  | Up   |    13.00 |      20.00 | $      2.60
404 | 2025-12-12 10:05:00 | Buy  | Up   |    13.00 |      20.00 | $      2.60
405 | 2025-12-12 10:05:00 | Buy  | Down |    85.00 |      20.00 | $     17.00
406 | 2025-12-12 10:05:02 | Buy  | Up   |    14.00 |       3.00 | $      0.42
407 | 2025-12-12 10:05:06 | Buy  | Down |    84.00 |       0.25 | $      0.21
408 | 2025-12-12 10:05:06 | Buy  | Down |    84.00 |       9.75 | $      8.19
409 | 2025-12-12 10:05:06 | Buy  | Down |    84.00 |      10.00 | $      8.40
410 | 2025-12-12 10:05:08 | Buy  | Up   |    14.00 |      10.58 | $      1.48
411 | 2025-12-12 10:05:08 | Buy  | Up   |    14.00 |       1.16 | $      0.16
412 | 2025-12-12 10:05:08 | Buy  | Down |    84.00 |      11.69 | $      9.82
413 | 2025-12-12 10:05:08 | Buy  | Up   |    14.00 |       7.46 | $      1.04
414 | 2025-12-12 10:05:08 | Buy  | Up   |    14.00 |       0.77 | $      0.11
415 | 2025-12-12 10:05:12 | Buy  | Up   |    17.00 |       5.27 | $      0.90
416 | 2025-12-12 10:05:12 | Buy  | Up   |    17.00 |       1.17 | $      0.20
417 | 2025-12-12 10:05:14 | Buy  | Up   |    17.00 |      10.72 | $      1.82
418 | 2025-12-12 10:05:14 | Buy  | Up   |    17.00 |       7.08 | $      1.20
419 | 2025-12-12 10:05:14 | Buy  | Up   |    17.00 |       7.08 | $      1.20
420 | 2025-12-12 10:05:14 | Buy  | Up   |    17.00 |       6.47 | $      1.10
421 | 2025-12-12 10:05:14 | Buy  | Up   |    17.00 |       0.61 | $      0.10
422 | 2025-12-12 10:05:16 | Buy  | Down |    83.00 |       5.88 | $      4.88
423 | 2025-12-12 10:05:16 | Buy  | Down |    83.00 |       5.88 | $      4.88
424 | 2025-12-12 10:05:16 | Buy  | Down |    84.00 |      20.00 | $     16.80
425 | 2025-12-12 10:05:16 | Buy  | Down |    83.00 |       5.00 | $      4.15
426 | 2025-12-12 10:05:18 | Buy  | Down |    84.00 |       6.19 | $      5.20
427 | 2025-12-12 10:05:18 | Buy  | Down |    84.00 |       6.25 | $      5.25
428 | 2025-12-12 10:05:22 | Buy  | Down |    84.00 |      20.00 | $     16.80
429 | 2025-12-12 10:05:22 | Buy  | Down |    84.00 |      20.00 | $     16.80
430 | 2025-12-12 10:05:22 | Buy  | Down |    84.00 |       7.56 | $      6.35
431 | 2025-12-12 10:05:22 | Buy  | Up   |    14.00 |       4.93 | $      0.69
432 | 2025-12-12 10:05:24 | Buy  | Up   |    14.00 |       5.00 | $      0.70
433 | 2025-12-12 10:05:28 | Buy  | Up   |    14.00 |       7.08 | $      0.99
434 | 2025-12-12 10:05:38 | Buy  | Down |    86.00 |       7.14 | $      6.14
435 | 2025-12-12 10:05:42 | Buy  | Up   |    12.00 |      20.00 | $      2.40
436 | 2025-12-12 10:05:42 | Buy  | Up   |    12.00 |      20.00 | $      2.40
437 | 2025-12-12 10:05:42 | Buy  | Up   |    12.00 |      20.00 | $      2.40
438 | 2025-12-12 10:05:42 | Buy  | Up   |    12.00 |      20.00 | $      2.40
439 | 2025-12-12 10:05:42 | Buy  | Up   |    12.00 |      20.00 | $      2.40
440 | 2025-12-12 10:05:52 | Buy  | Up   |    12.00 |       2.05 | $      0.25
441 | 2025-12-12 10:05:52 | Buy  | Down |    87.00 |       4.38 | $      3.81
442 | 2025-12-12 10:05:58 | Buy  | Down |    84.00 |      10.00 | $      8.40
443 | 2025-12-12 10:06:00 | Buy  | Down |    86.00 |      13.57 | $     11.67
444 | 2025-12-12 10:06:00 | Buy  | Down |    86.00 |       6.42 | $      5.52
445 | 2025-12-12 10:06:00 | Buy  | Down |    86.00 |      13.57 | $     11.67
446 | 2025-12-12 10:06:00 | Buy  | Down |    86.00 |       1.44 | $      1.24
447 | 2025-12-12 10:06:10 | Buy  | Up   |    11.00 |      20.00 | $      2.20
448 | 2025-12-12 10:06:10 | Buy  | Up   |    11.00 |       2.47 | $      0.27
449 | 2025-12-12 10:06:12 | Buy  | Up   |    11.00 |      17.52 | $      1.93
450 | 2025-12-12 10:06:14 | Buy  | Up   |    11.00 |      20.00 | $      2.20
451 | 2025-12-12 10:06:14 | Buy  | Up   |    11.00 |      20.00 | $      2.20
452 | 2025-12-12 10:06:14 | Buy  | Up   |    11.00 |      20.00 | $      2.20
453 | 2025-12-12 10:06:14 | Buy  | Down |    87.00 |       9.24 | $      8.04
454 | 2025-12-12 10:06:16 | Buy  | Down |    87.00 |      20.00 | $     17.40
455 | 2025-12-12 10:06:22 | Buy  | Up   |    13.00 |       5.00 | $      0.65
456 | 2025-12-12 10:06:22 | Buy  | Up   |    13.00 |       1.15 | $      0.15
457 | 2025-12-12 10:06:22 | Buy  | Up   |    12.00 |      18.05 | $      2.17
458 | 2025-12-12 10:06:22 | Buy  | Up   |    12.00 |      20.00 | $      2.40
459 | 2025-12-12 10:06:28 | Buy  | Down |    78.00 |       1.19 | $      0.93
460 | 2025-12-12 10:06:30 | Buy  | Down |    79.00 |      12.81 | $     10.12
461 | 2025-12-12 10:06:30 | Buy  | Down |    80.00 |      20.00 | $     16.00
462 | 2025-12-12 10:06:32 | Buy  | Down |    79.00 |       1.95 | $      1.54
463 | 2025-12-12 10:06:32 | Buy  | Down |    79.00 |       3.05 | $      2.41
464 | 2025-12-12 10:06:32 | Buy  | Down |    80.00 |       5.00 | $      4.00
465 | 2025-12-12 10:06:32 | Buy  | Down |    80.00 |       4.82 | $      3.86
466 | 2025-12-12 10:06:32 | Buy  | Down |    79.00 |       5.24 | $      4.14
467 | 2025-12-12 10:06:32 | Buy  | Down |    80.00 |       5.00 | $      4.00
468 | 2025-12-12 10:06:40 | Buy  | Up   |    20.00 |      15.00 | $      3.00
469 | 2025-12-12 10:06:40 | Buy  | Up   |    19.00 |      20.00 | $      3.80
470 | 2025-12-12 10:06:40 | Buy  | Up   |    19.00 |      20.00 | $      3.80
471 | 2025-12-12 10:06:46 | Buy  | Down |    80.00 |       5.00 | $      4.00
472 | 2025-12-12 10:06:48 | Buy  | Down |    80.00 |       0.50 | $      0.40
473 | 2025-12-12 10:06:48 | Buy  | Down |    80.00 |       5.50 | $      4.40
474 | 2025-12-12 10:06:48 | Buy  | Down |    80.00 |       3.50 | $      2.80
475 | 2025-12-12 10:06:48 | Buy  | Down |    80.00 |      10.50 | $      8.40
476 | 2025-12-12 10:06:48 | Buy  | Down |    80.00 |       1.50 | $      1.20
477 | 2025-12-12 10:06:52 | Buy  | Down |    81.00 |       5.00 | $      4.05
478 | 2025-12-12 10:06:54 | Buy  | Down |    83.00 |      20.00 | $     16.60
479 | 2025-12-12 10:06:56 | Buy  | Down |    83.00 |      10.00 | $      8.30
480 | 2025-12-12 10:07:02 | Buy  | Up   |    15.00 |      20.00 | $      3.00
481 | 2025-12-12 10:07:04 | Buy  | Up   |    16.00 |      10.60 | $      1.70
482 | 2025-12-12 10:07:06 | Buy  | Down |    86.00 |       7.14 | $      6.14
483 | 2025-12-12 10:07:08 | Buy  | Down |    90.00 |      20.00 | $     18.00
484 | 2025-12-12 10:07:08 | Buy  | Down |    90.00 |      20.00 | $     18.00
485 | 2025-12-12 10:07:08 | Buy  | Down |    89.00 |      20.00 | $     17.80
486 | 2025-12-12 10:07:14 | Buy  | Up   |     8.00 |       6.20 | $      0.50
487 | 2025-12-12 10:07:14 | Buy  | Up   |     8.00 |       9.93 | $      0.79
488 | 2025-12-12 10:07:14 | Buy  | Up   |     8.00 |       1.12 | $      0.09
489 | 2025-12-12 10:07:14 | Buy  | Up   |     8.00 |       8.80 | $      0.70
490 | 2025-12-12 10:07:16 | Buy  | Up   |     8.00 |       2.75 | $      0.22
491 | 2025-12-12 10:07:26 | Buy  | Down |    93.00 |      19.00 | $     17.67
492 | 2025-12-12 10:07:28 | Buy  | Down |    94.00 |      19.00 | $     17.86
493 | 2025-12-12 10:07:30 | Buy  | Up   |     5.00 |      13.10 | $      0.66
494 | 2025-12-12 10:07:32 | Buy  | Up   |     5.00 |      19.00 | $      0.95
495 | 2025-12-12 10:07:32 | Buy  | Up   |     5.00 |       5.90 | $      0.30
496 | 2025-12-12 10:07:38 | Buy  | Up   |     5.00 |       3.34 | $      0.17
497 | 2025-12-12 10:07:46 | Buy  | Down |    95.00 |      19.00 | $     18.05
498 | 2025-12-12 10:07:46 | Buy  | Down |    95.00 |       1.00 | $      0.95
499 | 2025-12-12 10:07:48 | Buy  | Down |    95.00 |      12.82 | $     12.18
500 | 2025-12-12 10:07:48 | Buy  | Down |    95.00 |       5.18 | $      4.92
501 | 2025-12-12 10:08:10 | Buy  | Down |    95.00 |      19.00 | $     18.05
502 | 2025-12-12 10:09:10 | Buy  | Down |    97.00 |      18.00 | $     17.46
503 | 2025-12-12 10:09:10 | Buy  | Down |    97.00 |      18.00 | $     17.46
504 | 2025-12-12 10:09:10 | Buy  | Down |    97.00 |      18.00 | $     17.46
505 | 2025-12-12 10:09:10 | Buy  | Down |    97.00 |      18.00 | $     17.46
506 | 2025-12-12 10:09:12 | Buy  | Down |    96.00 |      18.00 | $     17.28
507 | 2025-12-12 10:09:12 | Buy  | Down |    97.00 |      18.00 | $     17.46
508 | 2025-12-12 10:09:54 | Buy  | Up   |     1.00 |      18.00 | $      0.18
