MARKET: Bitcoin Up or Down - December 12, 10:00AM-10:15AM ET
RESOLUTION: NO
TRADES: 508
TIME RANGE: 2025-12-12 10:00:18 to 2025-12-12 10:09:54
PRICE RANGE: 1.00 - 97.00

--- Position at resolution ---
Remaining YES shares: 2808.62
Remaining NO shares:  2912.42
Final value: $ 2912.42
Total spent (net exposure): $ 2868.46
FINAL PNL: $ 43.97

--- Buy/Sell totals ---
YES buys:  2808.62 sh / $ 737.10
YES sells: 0.00 sh / $ 0.00
NO buys:   2912.42 sh / $ 2131.35
NO sells:  0.00 sh / $ 0.00

--- Cumulative buys ---
YES cumulative: 2808.62 sh / $ 737.10
NO cumulative:  2912.42 sh / $ 2131.35

--- Exposure peaks (trade index: earliest → latest) ---
YES dollar peak: $ 737.10 at trade #508
NO dollar peak:  $ 2131.35 at trade #507
YES share peak:  2808.62 sh at trade #508
NO share peak:   2912.42 sh at trade #507

--- Final exposure ---
YES exposure: $ 737.10 | 2808.62 sh
NO exposure:  $ 2131.35 | 2912.42 sh
NET exposure: $ 2868.46 | 5721.05 sh

--- Trades (Sorted by Timestamp) ---
Idx | Time                | Type | Side | Price(c) |   Shares   |    Cost($)
 23 | 2025-12-12 10:00:30 | Buy  | Up   |    41.00 |       1.86 | $      0.76
 24 | 2025-12-12 10:00:30 | Buy  | Up   |    40.00 |       8.30 | $      3.32
 25 | 2025-12-12 10:00:30 | Buy  | Up   |    41.00 |       5.00 | $      2.05
 26 | 2025-12-12 10:00:30 | Buy  | Up   |    42.00 |      20.00 | $      8.40
 27 | 2025-12-12 10:00:32 | Buy  | Up   |    41.00 |       3.27 | $      1.34
 28 | 2025-12-12 10:00:32 | Buy  | Up   |    41.00 |       0.43 | $      0.18
 29 | 2025-12-12 10:00:32 | Buy  | Up   |    41.00 |       5.08 | $      2.08
 30 | 2025-12-12 10:00:38 | Buy  | Up   |    39.00 |       8.00 | $      3.12
 31 | 2025-12-12 10:00:38 | Buy  | Up   |    39.00 |      20.00 | $      7.80
 32 | 2025-12-12 10:00:38 | Buy  | Up   |    39.00 |       1.80 | $      0.70
 33 | 2025-12-12 10:00:38 | Buy  | Up   |    39.00 |      10.00 | $      3.90
 34 | 2025-12-12 10:00:38 | Buy  | Up   |    39.00 |      20.00 | $      7.80
 35 | 2025-12-12 10:00:42 | Buy  | Down |    63.00 |      11.62 | $      7.32
 36 | 2025-12-12 10:00:42 | Buy  | Down |    65.00 |      20.00 | $     13.00
 37 | 2025-12-12 10:00:42 | Buy  | Down |    67.00 |      20.00 | $     13.40
 38 | 2025-12-12 10:00:44 | Buy  | Down |    65.00 |      20.00 | $     13.00
 39 | 2025-12-12 10:00:46 | Buy  | Up   |    34.00 |      20.00 | $      6.80
 40 | 2025-12-12 10:00:46 | Buy  | Up   |    33.00 |      20.00 | $      6.60
 41 | 2025-12-12 10:00:46 | Buy  | Down |    67.00 |      20.00 | $     13.40
 42 | 2025-12-12 10:00:46 | Buy  | Up   |    34.00 |      20.00 | $      6.80
 43 | 2025-12-12 10:00:46 | Buy  | Up   |    34.00 |      20.00 | $      6.80
 44 | 2025-12-12 10:00:46 | Buy  | Up   |    33.00 |       5.00 | $      1.65
 45 | 2025-12-12 10:00:46 | Buy  | Down |    67.00 |      20.00 | $     13.40
 46 | 2025-12-12 10:00:46 | Buy  | Up   |    34.00 |       1.87 | $      0.64
 47 | 2025-12-12 10:00:46 | Buy  | Up   |    34.00 |      20.00 | $      6.80
 48 | 2025-12-12 10:00:48 | Buy  | Up   |    35.00 |       8.00 | $      2.80
 49 | 2025-12-12 10:00:48 | Buy  | Up   |    35.00 |       4.74 | $      1.66
 50 | 2025-12-12 10:00:48 | Buy  | Up   |    35.00 |       2.03 | $      0.71
 51 | 2025-12-12 10:00:48 | Buy  | Down |    65.00 |      20.00 | $     13.00
 52 | 2025-12-12 10:00:48 | Buy  | Down |    65.00 |       8.57 | $      5.57
 53 | 2025-12-12 10:00:48 | Buy  | Up   |    34.00 |      11.48 | $      3.90
 54 | 2025-12-12 10:00:50 | Buy  | Down |    63.00 |       5.41 | $      3.41
 55 | 2025-12-12 10:00:50 | Buy  | Down |    63.00 |       5.25 | $      3.31
 56 | 2025-12-12 10:00:50 | Buy  | Up   |    35.00 |      20.00 | $      7.00
 57 | 2025-12-12 10:00:50 | Buy  | Down |    63.00 |       5.41 | $      3.41
 58 | 2025-12-12 10:00:50 | Buy  | Down |    63.00 |       0.16 | $      0.10
 59 | 2025-12-12 10:00:50 | Buy  | Up   |    35.00 |      20.00 | $      7.00
 60 | 2025-12-12 10:00:50 | Buy  | Up   |    35.00 |       1.25 | $      0.44
 61 | 2025-12-12 10:00:50 | Buy  | Up   |    34.00 |       3.00 | $      1.02
 62 | 2025-12-12 10:00:50 | Buy  | Down |    63.00 |       3.93 | $      2.48
 63 | 2025-12-12 10:00:50 | Buy  | Down |    63.00 |       5.41 | $      3.41
 64 | 2025-12-12 10:00:52 | Buy  | Down |    65.00 |      11.14 | $      7.24
 65 | 2025-12-12 10:00:52 | Buy  | Up   |    34.00 |       2.00 | $      0.68
 66 | 2025-12-12 10:00:52 | Buy  | Down |    66.00 |      20.00 | $     13.20
 67 | 2025-12-12 10:00:52 | Buy  | Down |    66.00 |       8.82 | $      5.82
 68 | 2025-12-12 10:00:52 | Buy  | Down |    63.00 |       5.41 | $      3.41
 69 | 2025-12-12 10:00:52 | Buy  | Up   |    34.00 |       1.54 | $      0.52
 70 | 2025-12-12 10:00:52 | Buy  | Down |    66.00 |      20.00 | $     13.20
 71 | 2025-12-12 10:00:56 | Buy  | Down |    64.00 |       4.00 | $      2.56
 72 | 2025-12-12 10:00:58 | Buy  | Up   |    33.00 |      20.00 | $      6.60
 73 | 2025-12-12 10:00:58 | Buy  | Down |    65.00 |       5.57 | $      3.62
 74 | 2025-12-12 10:00:58 | Buy  | Down |    65.00 |      15.00 | $      9.75
 75 | 2025-12-12 10:00:58 | Buy  | Down |    65.00 |      15.00 | $      9.75
 76 | 2025-12-12 10:00:58 | Buy  | Down |    65.00 |       5.00 | $      3.25
 77 | 2025-12-12 10:00:58 | Buy  | Down |    65.00 |       5.00 | $      3.25
 78 | 2025-12-12 10:00:58 | Buy  | Up   |    34.00 |       5.79 | $      1.97
 79 | 2025-12-12 10:01:00 | Buy  | Down |    65.00 |       6.00 | $      3.90
 80 | 2025-12-12 10:01:00 | Buy  | Down |    65.00 |       6.30 | $      4.09
 81 | 2025-12-12 10:01:04 | Buy  | Up   |    34.00 |       1.00 | $      0.34
 82 | 2025-12-12 10:01:04 | Buy  | Up   |    34.00 |       2.39 | $      0.81
 83 | 2025-12-12 10:01:04 | Buy  | Up   |    34.00 |       6.00 | $      2.04
 84 | 2025-12-12 10:01:04 | Buy  | Up   |    34.00 |       5.00 | $      1.70
 85 | 2025-12-12 10:01:04 | Buy  | Up   |    34.00 |       1.67 | $      0.57
 86 | 2025-12-12 10:01:04 | Buy  | Up   |    34.00 |       9.00 | $      3.06
 87 | 2025-12-12 10:01:06 | Buy  | Down |    67.00 |       8.53 | $      5.72
 88 | 2025-12-12 10:01:06 | Buy  | Up   |    34.00 |       2.10 | $      0.71
 89 | 2025-12-12 10:01:06 | Buy  | Down |    67.00 |      20.00 | $     13.40
 90 | 2025-12-12 10:01:10 | Buy  | Down |    69.00 |      20.00 | $     13.80
 91 | 2025-12-12 10:01:10 | Buy  | Down |    69.00 |      20.00 | $     13.80
 92 | 2025-12-12 10:01:10 | Buy  | Up   |    29.00 |      15.00 | $      4.35
 93 | 2025-12-12 10:01:10 | Buy  | Down |    69.00 |      20.00 | $     13.80
 94 | 2025-12-12 10:01:10 | Buy  | Up   |    29.00 |       1.85 | $      0.54
 95 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |      12.85 | $      3.73
 96 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |      10.85 | $      3.15
 97 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |      15.85 | $      4.60
 98 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |       9.15 | $      2.65
 99 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |       5.85 | $      1.70
100 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |      12.15 | $      3.52
101 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |       2.00 | $      0.58
102 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |       2.15 | $      0.62
103 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |       4.15 | $      1.20
104 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |       7.14 | $      2.07
105 | 2025-12-12 10:01:12 | Buy  | Up   |    29.00 |      17.85 | $      5.18
106 | 2025-12-12 10:01:14 | Buy  | Up   |    27.00 |      15.00 | $      4.05
107 | 2025-12-12 10:01:14 | Buy  | Up   |    27.00 |       5.00 | $      1.35
108 | 2025-12-12 10:01:14 | Buy  | Down |    72.00 |       9.90 | $      7.13
109 | 2025-12-12 10:01:14 | Buy  | Down |    71.00 |      20.00 | $     14.20
110 | 2025-12-12 10:01:16 | Buy  | Down |    69.00 |      15.00 | $     10.35
111 | 2025-12-12 10:01:16 | Buy  | Down |    69.00 |       3.00 | $      2.07
112 | 2025-12-12 10:01:16 | Buy  | Down |    69.00 |      10.00 | $      6.90
113 | 2025-12-12 10:01:16 | Buy  | Down |    69.00 |      10.00 | $      6.90
114 | 2025-12-12 10:01:16 | Buy  | Down |    69.00 |       5.00 | $      3.45
115 | 2025-12-12 10:01:18 | Buy  | Down |    69.00 |       2.86 | $      1.97
116 | 2025-12-12 10:01:18 | Buy  | Down |    69.00 |       3.84 | $      2.65
117 | 2025-12-12 10:01:18 | Buy  | Down |    69.00 |       3.02 | $      2.08
118 | 2025-12-12 10:01:18 | Buy  | Down |    69.00 |      14.14 | $      9.76
119 | 2025-12-12 10:01:18 | Buy  | Down |    69.00 |       7.14 | $      4.93
120 | 2025-12-12 10:01:18 | Buy  | Down |    69.00 |       6.00 | $      4.14
121 | 2025-12-12 10:01:24 | Buy  | Up   |    30.00 |      12.58 | $      3.77
122 | 2025-12-12 10:01:24 | Buy  | Up   |    30.00 |      16.00 | $      4.80
123 | 2025-12-12 10:01:26 | Buy  | Down |    68.00 |      20.00 | $     13.60
124 | 2025-12-12 10:01:26 | Buy  | Up   |    29.00 |       5.00 | $      1.45
125 | 2025-12-12 10:01:26 | Buy  | Down |    68.00 |      20.00 | $     13.60
126 | 2025-12-12 10:01:26 | Buy  | Up   |    29.00 |       2.83 | $      0.82
127 | 2025-12-12 10:01:26 | Buy  | Down |    68.00 |      20.00 | $     13.60
128 | 2025-12-12 10:01:26 | Buy  | Down |    69.00 |      20.00 | $     13.80
129 | 2025-12-12 10:01:26 | Buy  | Down |    68.00 |      20.00 | $     13.60
130 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |       8.00 | $      2.24
131 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |       5.00 | $      1.40
132 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |      20.00 | $      5.60
133 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |       2.78 | $      0.78
134 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |      15.00 | $      4.20
135 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |      20.00 | $      5.60
136 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |      20.00 | $      5.60
137 | 2025-12-12 10:01:28 | Buy  | Up   |    28.00 |      20.00 | $      5.60
138 | 2025-12-12 10:01:30 | Buy  | Up   |    28.00 |      15.00 | $      4.20
139 | 2025-12-12 10:01:34 | Buy  | Down |    72.00 |       8.57 | $      6.17
140 | 2025-12-12 10:01:36 | Buy  | Down |    73.00 |       5.00 | $      3.65
141 | 2025-12-12 10:01:36 | Buy  | Down |    73.00 |      13.00 | $      9.49
142 | 2025-12-12 10:01:36 | Buy  | Down |    72.00 |       7.14 | $      5.14
143 | 2025-12-12 10:01:38 | Buy  | Down |    73.00 |      20.00 | $     14.60
144 | 2025-12-12 10:01:38 | Buy  | Down |    73.00 |      15.00 | $     10.95
145 | 2025-12-12 10:01:38 | Buy  | Down |    72.00 |       8.57 | $      6.17
146 | 2025-12-12 10:01:38 | Buy  | Up   |    28.00 |      20.00 | $      5.60
147 | 2025-12-12 10:01:38 | Buy  | Up   |    28.00 |      20.00 | $      5.60
148 | 2025-12-12 10:01:38 | Buy  | Up   |    28.00 |      20.00 | $      5.60
149 | 2025-12-12 10:01:40 | Buy  | Up   |    26.00 |       5.00 | $      1.30
150 | 2025-12-12 10:01:40 | Buy  | Down |    72.00 |      11.43 | $      8.23
151 | 2025-12-12 10:01:40 | Buy  | Up   |    26.00 |      15.00 | $      3.90
152 | 2025-12-12 10:01:40 | Buy  | Down |    72.00 |      20.00 | $     14.40
153 | 2025-12-12 10:01:40 | Buy  | Up   |    26.00 |      15.00 | $      3.90
154 | 2025-12-12 10:01:40 | Buy  | Down |    72.00 |      20.00 | $     14.40
155 | 2025-12-12 10:01:40 | Buy  | Up   |    26.00 |       5.00 | $      1.30
156 | 2025-12-12 10:01:40 | Buy  | Down |    72.00 |      20.00 | $     14.40
157 | 2025-12-12 10:01:42 | Buy  | Up   |    26.00 |      20.00 | $      5.20
158 | 2025-12-12 10:01:44 | Buy  | Up   |    25.00 |      20.00 | $      5.00
159 | 2025-12-12 10:01:44 | Buy  | Up   |    26.00 |      20.00 | $      5.20
160 | 2025-12-12 10:01:44 | Buy  | Up   |    27.00 |       1.70 | $      0.46
161 | 2025-12-12 10:01:44 | Buy  | Up   |    27.00 |       1.97 | $      0.53
162 | 2025-12-12 10:01:44 | Buy  | Up   |    27.00 |      15.00 | $      4.05
163 | 2025-12-12 10:01:44 | Buy  | Up   |    27.00 |       5.00 | $      1.35
164 | 2025-12-12 10:01:44 | Buy  | Up   |    25.00 |      20.00 | $      5.00
165 | 2025-12-12 10:01:46 | Buy  | Down |    73.00 |       5.19 | $      3.79
166 | 2025-12-12 10:01:50 | Buy  | Down |    73.00 |      15.00 | $     10.95
167 | 2025-12-12 10:01:50 | Buy  | Down |    73.00 |      10.74 | $      7.84
168 | 2025-12-12 10:01:50 | Buy  | Down |    73.00 |       3.19 | $      2.33
169 | 2025-12-12 10:01:50 | Buy  | Down |    73.00 |       4.05 | $      2.96
170 | 2025-12-12 10:01:52 | Buy  | Down |    72.00 |      14.86 | $     10.70
171 | 2025-12-12 10:01:52 | Buy  | Up   |    27.00 |      20.00 | $      5.40
172 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |      12.20 | $      3.78
173 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |       5.00 | $      1.55
174 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |      14.49 | $      4.49
175 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |       2.80 | $      0.87
176 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |       2.70 | $      0.84
177 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |       2.80 | $      0.87
178 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |       2.73 | $      0.85
179 | 2025-12-12 10:01:54 | Buy  | Up   |    31.00 |       5.00 | $      1.55
180 | 2025-12-12 10:01:56 | Buy  | Up   |    32.00 |      20.00 | $      6.40
181 | 2025-12-12 10:01:56 | Buy  | Up   |    31.00 |      20.00 | $      6.20
182 | 2025-12-12 10:01:56 | Buy  | Up   |    33.00 |       7.10 | $      2.34
183 | 2025-12-12 10:01:56 | Buy  | Up   |    31.00 |      20.00 | $      6.20
184 | 2025-12-12 10:01:56 | Buy  | Up   |    33.00 |      12.89 | $      4.25
185 | 2025-12-12 10:02:04 | Buy  | Up   |    35.00 |      20.00 | $      7.00
186 | 2025-12-12 10:02:04 | Buy  | Down |    64.00 |       1.53 | $      0.98
187 | 2025-12-12 10:02:04 | Buy  | Down |    65.00 |       5.71 | $      3.71
188 | 2025-12-12 10:02:06 | Buy  | Down |    64.00 |       5.00 | $      3.20
189 | 2025-12-12 10:02:06 | Buy  | Down |    64.00 |       1.42 | $      0.91
190 | 2025-12-12 10:02:08 | Buy  | Down |    63.00 |       7.00 | $      4.41
191 | 2025-12-12 10:02:08 | Buy  | Down |    63.00 |       3.00 | $      1.89
192 | 2025-12-12 10:02:08 | Buy  | Down |    63.00 |      13.00 | $      8.19
193 | 2025-12-12 10:02:08 | Buy  | Down |    63.00 |       8.00 | $      5.04
194 | 2025-12-12 10:02:08 | Buy  | Down |    63.00 |      12.00 | $      7.56
195 | 2025-12-12 10:02:10 | Buy  | Down |    66.00 |       2.94 | $      1.94
196 | 2025-12-12 10:02:10 | Buy  | Down |    66.00 |       4.00 | $      2.64
197 | 2025-12-12 10:02:10 | Buy  | Down |    65.00 |      20.00 | $     13.00
198 | 2025-12-12 10:02:10 | Buy  | Down |    67.00 |       3.00 | $      2.01
199 | 2025-12-12 10:02:10 | Buy  | Down |    66.00 |      16.00 | $     10.56
200 | 2025-12-12 10:02:10 | Buy  | Down |    66.00 |       6.00 | $      3.96
201 | 2025-12-12 10:02:10 | Buy  | Down |    67.00 |      20.00 | $     13.40
202 | 2025-12-12 10:02:10 | Buy  | Down |    67.00 |      15.00 | $     10.05
203 | 2025-12-12 10:02:10 | Buy  | Down |    67.00 |      17.00 | $     11.39
204 | 2025-12-12 10:02:10 | Buy  | Down |    66.00 |      20.00 | $     13.20
205 | 2025-12-12 10:02:12 | Buy  | Up   |    30.00 |      20.00 | $      6.00
206 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |       1.00 | $      0.32
207 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |       7.10 | $      2.27
208 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |       6.00 | $      1.92
209 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |       2.00 | $      0.64
210 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |       5.00 | $      1.60
211 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |       5.88 | $      1.88
212 | 2025-12-12 10:02:14 | Buy  | Up   |    32.00 |      13.00 | $      4.16
213 | 2025-12-12 10:02:16 | Buy  | Up   |    33.00 |      20.00 | $      6.60
214 | 2025-12-12 10:02:16 | Buy  | Up   |    33.00 |      20.00 | $      6.60
215 | 2025-12-12 10:02:16 | Buy  | Up   |    33.00 |      20.00 | $      6.60
216 | 2025-12-12 10:02:18 | Buy  | Down |    67.00 |      11.52 | $      7.72
217 | 2025-12-12 10:02:18 | Buy  | Down |    64.00 |       2.45 | $      1.57
218 | 2025-12-12 10:02:20 | Buy  | Up   |    32.00 |      10.00 | $      3.20
219 | 2025-12-12 10:02:20 | Buy  | Up   |    32.00 |       5.00 | $      1.60
220 | 2025-12-12 10:02:20 | Buy  | Down |    67.00 |       3.48 | $      2.33
221 | 2025-12-12 10:02:20 | Buy  | Down |    67.00 |       1.52 | $      1.02
222 | 2025-12-12 10:02:20 | Buy  | Down |    67.00 |       5.00 | $      3.35
223 | 2025-12-12 10:02:26 | Buy  | Down |    71.00 |      13.97 | $      9.92
224 | 2025-12-12 10:02:26 | Buy  | Down |    71.00 |       5.00 | $      3.55
225 | 2025-12-12 10:02:26 | Buy  | Down |    71.00 |      20.00 | $     14.20
226 | 2025-12-12 10:02:26 | Buy  | Down |    70.00 |       2.75 | $      1.92
227 | 2025-12-12 10:02:26 | Buy  | Down |    71.00 |      20.00 | $     14.20
228 | 2025-12-12 10:02:26 | Buy  | Down |    70.00 |      17.24 | $     12.07
229 | 2025-12-12 10:02:32 | Buy  | Up   |    27.00 |       6.85 | $      1.85
230 | 2025-12-12 10:02:32 | Buy  | Up   |    27.00 |       5.37 | $      1.45
231 | 2025-12-12 10:02:38 | Buy  | Up   |    24.00 |       1.00 | $      0.24
232 | 2025-12-12 10:02:38 | Buy  | Up   |    24.00 |       5.00 | $      1.20
233 | 2025-12-12 10:02:40 | Buy  | Down |    72.00 |       6.00 | $      4.32
234 | 2025-12-12 10:02:40 | Buy  | Up   |    24.00 |      20.00 | $      4.80
235 | 2025-12-12 10:02:40 | Buy  | Up   |    24.00 |      14.00 | $      3.36
236 | 2025-12-12 10:02:40 | Buy  | Up   |    24.00 |      20.00 | $      4.80
237 | 2025-12-12 10:02:42 | Buy  | Down |    74.00 |      15.00 | $     11.10
238 | 2025-12-12 10:02:42 | Buy  | Down |    72.00 |       5.00 | $      3.60
239 | 2025-12-12 10:02:42 | Buy  | Down |    72.00 |       5.00 | $      3.60
240 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |      20.00 | $     14.80
241 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |      20.00 | $     14.80
242 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |      15.00 | $     11.10
243 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |      11.15 | $      8.25
244 | 2025-12-12 10:02:44 | Buy  | Down |    75.00 |      20.00 | $     15.00
245 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |       4.84 | $      3.58
246 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |       4.00 | $      2.96
247 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |       5.00 | $      3.70
248 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |      20.00 | $     14.80
249 | 2025-12-12 10:02:44 | Buy  | Down |    74.00 |       0.16 | $      0.12
250 | 2025-12-12 10:02:44 | Buy  | Up   |    24.00 |      20.00 | $      4.80
251 | 2025-12-12 10:02:46 | Buy  | Up   |    27.00 |       8.45 | $      2.28
252 | 2025-12-12 10:02:48 | Buy  | Up   |    27.00 |      11.42 | $      3.08
253 | 2025-12-12 10:02:50 | Buy  | Up   |    30.00 |      20.00 | $      6.00
254 | 2025-12-12 10:02:50 | Buy  | Up   |    28.00 |       8.91 | $      2.49
255 | 2025-12-12 10:02:50 | Buy  | Up   |    30.00 |      14.65 | $      4.39
256 | 2025-12-12 10:02:50 | Buy  | Up   |    28.00 |      20.00 | $      5.60
257 | 2025-12-12 10:02:50 | Buy  | Up   |    30.00 |      11.35 | $      3.40
258 | 2025-12-12 10:02:50 | Buy  | Up   |    30.00 |       8.64 | $      2.59
259 | 2025-12-12 10:02:52 | Buy  | Up   |    32.00 |       7.00 | $      2.24
260 | 2025-12-12 10:02:54 | Buy  | Up   |    37.00 |      20.00 | $      7.40
261 | 2025-12-12 10:02:54 | Buy  | Up   |    37.00 |       6.22 | $      2.30
262 | 2025-12-12 10:02:56 | Buy  | Down |    61.00 |      10.26 | $      6.26
263 | 2025-12-12 10:02:58 | Buy  | Up   |    38.00 |      20.00 | $      7.60
264 | 2025-12-12 10:02:58 | Buy  | Down |    61.00 |      20.00 | $     12.20
265 | 2025-12-12 10:02:58 | Buy  | Down |    61.00 |      20.00 | $     12.20
266 | 2025-12-12 10:02:58 | Buy  | Down |    63.00 |      16.00 | $     10.08
267 | 2025-12-12 10:02:58 | Buy  | Up   |    38.00 |      20.00 | $      7.60
268 | 2025-12-12 10:02:58 | Buy  | Down |    64.00 |      10.00 | $      6.40
269 | 2025-12-12 10:03:00 | Buy  | Down |    64.00 |      15.00 | $      9.60
270 | 2025-12-12 10:03:00 | Buy  | Down |    64.00 |       5.00 | $      3.20
271 | 2025-12-12 10:03:02 | Buy  | Down |    66.00 |       3.24 | $      2.14
272 | 2025-12-12 10:03:02 | Buy  | Down |    68.00 |       5.00 | $      3.40
273 | 2025-12-12 10:03:04 | Buy  | Down |    68.00 |       6.25 | $      4.25
274 | 2025-12-12 10:03:08 | Buy  | Up   |    29.00 |       3.12 | $      0.90
275 | 2025-12-12 10:03:08 | Buy  | Up   |    28.00 |      20.00 | $      5.60
276 | 2025-12-12 10:03:08 | Buy  | Down |    71.00 |      12.00 | $      8.52
277 | 2025-12-12 10:03:08 | Buy  | Up   |    29.00 |      15.00 | $      4.35
278 | 2025-12-12 10:03:08 | Buy  | Down |    71.00 |      20.00 | $     14.20
279 | 2025-12-12 10:03:08 | Buy  | Up   |    29.00 |       7.10 | $      2.06
280 | 2025-12-12 10:03:08 | Buy  | Up   |    29.00 |       1.88 | $      0.55
281 | 2025-12-12 10:03:10 | Buy  | Down |    70.00 |       6.00 | $      4.20
282 | 2025-12-12 10:03:10 | Buy  | Up   |    29.00 |       1.27 | $      0.37
283 | 2025-12-12 10:03:10 | Buy  | Up   |    29.00 |       4.53 | $      1.31
284 | 2025-12-12 10:03:10 | Buy  | Up   |    29.00 |       7.10 | $      2.06
