MARKET: Bitcoin Up or Down - December 12, 9:30AM-9:45AM ET
RESOLUTION: YES
TRADES: 707
TIME RANGE: 2025-12-12 09:30:20 to 2025-12-12 09:41:20
PRICE RANGE: 2.00 - 99.00

--- Position at resolution ---
Remaining YES shares: 4085.34
Remaining NO shares:  4043.87
Final value: $ 4085.34
Total spent (net exposure): $ 4032.10
FINAL PNL: $ 53.23

--- Buy/Sell totals ---
YES buys:  4085.34 sh / $ 2713.01
YES sells: 0.00 sh / $ 0.00
NO buys:   4043.87 sh / $ 1319.09
NO sells:  0.00 sh / $ 0.00

--- Cumulative buys ---
YES cumulative: 4085.34 sh / $ 2713.01
NO cumulative:  4043.87 sh / $ 1319.09

--- Exposure peaks (trade index: earliest → latest) ---
YES dollar peak: $ 2713.01 at trade #707
NO dollar peak:  $ 1319.09 at trade #703
YES share peak:  4085.34 sh at trade #707
NO share peak:   4043.87 sh at trade #703

--- Final exposure ---
YES exposure: $ 2713.01 | 4085.34 sh
NO exposure:  $ 1319.09 | 4043.87 sh
NET exposure: $ 4032.10 | 8129.20 sh

--- Trades (Sorted by Timestamp) ---
Idx | Time                | Type | Side | Price(c) |   Shares   |    Cost($)
239 | 2025-12-12 09:32:10 | Buy  | Up   |    57.00 |      20.00 | $     11.40
240 | 2025-12-12 09:32:10 | Buy  | Up   |    59.00 |       1.65 | $      0.97
241 | 2025-12-12 09:32:12 | Buy  | Up   |    64.00 |       5.00 | $      3.20
242 | 2025-12-12 09:32:12 | Buy  | Up   |    59.00 |       8.00 | $      4.72
243 | 2025-12-12 09:32:12 | Buy  | Up   |    65.00 |      10.19 | $      6.62
244 | 2025-12-12 09:32:14 | Buy  | Up   |    67.00 |      20.00 | $     13.40
245 | 2025-12-12 09:32:14 | Buy  | Up   |    66.00 |       5.00 | $      3.30
246 | 2025-12-12 09:32:14 | Buy  | Up   |    67.00 |      20.00 | $     13.40
247 | 2025-12-12 09:32:14 | Buy  | Up   |    67.00 |      20.00 | $     13.40
248 | 2025-12-12 09:32:14 | Buy  | Up   |    67.00 |      20.00 | $     13.40
249 | 2025-12-12 09:32:14 | Buy  | Up   |    66.00 |      13.83 | $      9.13
250 | 2025-12-12 09:32:14 | Buy  | Up   |    66.00 |       0.78 | $      0.51
251 | 2025-12-12 09:32:14 | Buy  | Up   |    67.00 |      20.00 | $     13.40
252 | 2025-12-12 09:32:16 | Buy  | Down |    33.00 |       6.30 | $      2.08
253 | 2025-12-12 09:32:16 | Buy  | Down |    34.00 |      20.00 | $      6.80
254 | 2025-12-12 09:32:18 | Buy  | Down |    36.00 |      20.00 | $      7.20
255 | 2025-12-12 09:32:18 | Buy  | Down |    36.00 |       7.22 | $      2.60
256 | 2025-12-12 09:32:20 | Buy  | Up   |    65.00 |      20.00 | $     13.00
257 | 2025-12-12 09:32:20 | Buy  | Up   |    65.00 |      20.00 | $     13.00
258 | 2025-12-12 09:32:20 | Buy  | Down |    36.00 |      10.00 | $      3.60
259 | 2025-12-12 09:32:20 | Buy  | Up   |    65.00 |       5.00 | $      3.25
260 | 2025-12-12 09:32:20 | Buy  | Down |    37.00 |      20.00 | $      7.40
261 | 2025-12-12 09:32:20 | Buy  | Down |    37.00 |      20.00 | $      7.40
262 | 2025-12-12 09:32:22 | Buy  | Down |    34.00 |      20.00 | $      6.80
263 | 2025-12-12 09:32:22 | Buy  | Up   |    63.00 |      20.00 | $     12.60
264 | 2025-12-12 09:32:22 | Buy  | Up   |    63.00 |      20.00 | $     12.60
265 | 2025-12-12 09:32:22 | Buy  | Down |    34.00 |      20.00 | $      6.80
266 | 2025-12-12 09:32:24 | Buy  | Up   |    63.00 |      20.00 | $     12.60
267 | 2025-12-12 09:32:24 | Buy  | Down |    35.00 |       3.08 | $      1.08
268 | 2025-12-12 09:32:24 | Buy  | Down |    35.00 |       5.02 | $      1.76
269 | 2025-12-12 09:32:24 | Buy  | Up   |    63.00 |      20.00 | $     12.60
270 | 2025-12-12 09:32:24 | Buy  | Down |    35.00 |       5.70 | $      1.99
271 | 2025-12-12 09:32:28 | Buy  | Up   |    66.00 |      20.00 | $     13.20
272 | 2025-12-12 09:32:28 | Buy  | Up   |    66.00 |      20.00 | $     13.20
273 | 2025-12-12 09:32:28 | Buy  | Up   |    66.00 |      20.00 | $     13.20
274 | 2025-12-12 09:32:28 | Buy  | Up   |    64.00 |       5.15 | $      3.30
275 | 2025-12-12 09:32:28 | Buy  | Up   |    66.00 |      20.00 | $     13.20
276 | 2025-12-12 09:32:28 | Buy  | Up   |    65.00 |       8.00 | $      5.20
277 | 2025-12-12 09:32:28 | Buy  | Up   |    64.00 |       5.56 | $      3.56
278 | 2025-12-12 09:32:32 | Buy  | Down |    30.00 |       6.20 | $      1.86
279 | 2025-12-12 09:32:32 | Buy  | Down |    31.00 |       6.99 | $      2.17
280 | 2025-12-12 09:32:32 | Buy  | Down |    31.00 |       5.00 | $      1.55
281 | 2025-12-12 09:32:32 | Buy  | Down |    31.00 |       6.00 | $      1.86
282 | 2025-12-12 09:32:32 | Buy  | Down |    31.00 |       7.00 | $      2.17
283 | 2025-12-12 09:32:34 | Buy  | Down |    30.00 |      20.00 | $      6.00
284 | 2025-12-12 09:32:34 | Buy  | Down |    31.00 |      15.30 | $      4.74
285 | 2025-12-12 09:32:36 | Buy  | Down |    32.00 |      20.00 | $      6.40
286 | 2025-12-12 09:32:36 | Buy  | Down |    32.00 |      20.00 | $      6.40
287 | 2025-12-12 09:32:36 | Buy  | Down |    32.00 |      20.00 | $      6.40
288 | 2025-12-12 09:32:36 | Buy  | Down |    32.00 |      20.00 | $      6.40
289 | 2025-12-12 09:32:36 | Buy  | Down |    31.00 |      20.00 | $      6.20
290 | 2025-12-12 09:32:36 | Buy  | Down |    31.00 |      16.52 | $      5.12
291 | 2025-12-12 09:32:38 | Buy  | Up   |    72.00 |       7.07 | $      5.09
292 | 2025-12-12 09:32:38 | Buy  | Up   |    73.00 |      20.00 | $     14.60
293 | 2025-12-12 09:32:38 | Buy  | Up   |    73.00 |      20.00 | $     14.60
294 | 2025-12-12 09:32:38 | Buy  | Up   |    72.00 |      20.00 | $     14.40
295 | 2025-12-12 09:32:38 | Buy  | Up   |    73.00 |      20.00 | $     14.60
296 | 2025-12-12 09:32:38 | Buy  | Up   |    73.00 |      20.00 | $     14.60
297 | 2025-12-12 09:32:40 | Buy  | Up   |    72.00 |       5.05 | $      3.64
298 | 2025-12-12 09:32:40 | Buy  | Up   |    73.00 |      20.00 | $     14.60
299 | 2025-12-12 09:32:40 | Buy  | Up   |    72.00 |       5.00 | $      3.60
300 | 2025-12-12 09:32:42 | Buy  | Down |    24.00 |       7.00 | $      1.68
301 | 2025-12-12 09:32:44 | Buy  | Down |    23.00 |       6.00 | $      1.38
302 | 2025-12-12 09:32:44 | Buy  | Down |    24.00 |      20.00 | $      4.80
303 | 2025-12-12 09:32:44 | Buy  | Down |    24.00 |      13.00 | $      3.12
304 | 2025-12-12 09:32:44 | Buy  | Down |    23.00 |      20.00 | $      4.60
305 | 2025-12-12 09:32:44 | Buy  | Down |    24.00 |      20.00 | $      4.80
306 | 2025-12-12 09:32:44 | Buy  | Down |    24.00 |      20.00 | $      4.80
307 | 2025-12-12 09:32:50 | Buy  | Up   |    80.00 |      14.95 | $     11.96
308 | 2025-12-12 09:32:50 | Buy  | Up   |    80.00 |       5.05 | $      4.04
309 | 2025-12-12 09:32:50 | Buy  | Up   |    81.00 |      20.00 | $     16.20
310 | 2025-12-12 09:32:50 | Buy  | Up   |    81.00 |      11.58 | $      9.38
311 | 2025-12-12 09:32:50 | Buy  | Up   |    81.00 |      11.40 | $      9.23
312 | 2025-12-12 09:32:50 | Buy  | Up   |    81.00 |       1.58 | $      1.28
313 | 2025-12-12 09:32:50 | Buy  | Up   |    81.00 |       8.42 | $      6.82
314 | 2025-12-12 09:32:50 | Buy  | Down |    19.00 |       0.17 | $      0.03
315 | 2025-12-12 09:32:50 | Buy  | Up   |    80.50 |      20.00 | $     16.10
316 | 2025-12-12 09:32:50 | Buy  | Up   |    81.00 |      20.00 | $     16.20
317 | 2025-12-12 09:32:52 | Buy  | Up   |    81.00 |      20.00 | $     16.20
318 | 2025-12-12 09:32:52 | Buy  | Up   |    81.00 |       5.05 | $      4.09
319 | 2025-12-12 09:32:52 | Buy  | Up   |    79.00 |      11.90 | $      9.40
320 | 2025-12-12 09:32:52 | Buy  | Down |    18.00 |       3.00 | $      0.54
321 | 2025-12-12 09:32:52 | Buy  | Up   |    81.00 |      14.95 | $     12.11
322 | 2025-12-12 09:32:54 | Buy  | Up   |    80.00 |      10.00 | $      8.00
323 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |      19.26 | $      3.66
324 | 2025-12-12 09:32:54 | Buy  | Down |    18.00 |      10.00 | $      1.80
325 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |       5.43 | $      1.03
326 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |       7.00 | $      1.33
327 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |       0.74 | $      0.14
328 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |      14.85 | $      2.82
329 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |       5.15 | $      0.98
330 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |       9.00 | $      1.71
331 | 2025-12-12 09:32:54 | Buy  | Down |    18.00 |      20.00 | $      3.60
332 | 2025-12-12 09:32:54 | Buy  | Down |    18.00 |       5.09 | $      0.92
333 | 2025-12-12 09:32:54 | Buy  | Down |    17.00 |       6.22 | $      1.06
334 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |       7.00 | $      1.33
335 | 2025-12-12 09:32:54 | Buy  | Down |    19.00 |      11.00 | $      2.09
336 | 2025-12-12 09:32:56 | Buy  | Down |    17.00 |      11.57 | $      1.97
337 | 2025-12-12 09:32:56 | Buy  | Down |    17.00 |       5.00 | $      0.85
338 | 2025-12-12 09:32:56 | Buy  | Down |    18.00 |       8.00 | $      1.44
339 | 2025-12-12 09:32:56 | Buy  | Down |    18.00 |      10.00 | $      1.80
340 | 2025-12-12 09:32:56 | Buy  | Down |    19.00 |       2.08 | $      0.40
341 | 2025-12-12 09:32:56 | Buy  | Down |    19.00 |       5.00 | $      0.95
342 | 2025-12-12 09:33:00 | Buy  | Up   |    79.00 |      20.00 | $     15.80
343 | 2025-12-12 09:33:00 | Buy  | Up   |    79.00 |       2.00 | $      1.58
344 | 2025-12-12 09:33:02 | Buy  | Down |    19.00 |       5.00 | $      0.95
345 | 2025-12-12 09:33:02 | Buy  | Up   |    81.00 |       1.70 | $      1.38
346 | 2025-12-12 09:33:02 | Buy  | Up   |    81.00 |      20.00 | $     16.20
347 | 2025-12-12 09:33:02 | Buy  | Up   |    79.00 |      18.00 | $     14.22
348 | 2025-12-12 09:33:04 | Buy  | Down |    21.00 |      20.00 | $      4.20
349 | 2025-12-12 09:33:04 | Buy  | Down |    21.00 |       4.58 | $      0.96
350 | 2025-12-12 09:33:04 | Buy  | Down |    18.00 |       6.37 | $      1.15
351 | 2025-12-12 09:33:04 | Buy  | Down |    21.00 |      18.00 | $      3.78
352 | 2025-12-12 09:33:04 | Buy  | Down |    19.00 |      15.00 | $      2.85
353 | 2025-12-12 09:33:06 | Buy  | Down |    21.00 |       7.09 | $      1.49
354 | 2025-12-12 09:33:06 | Buy  | Down |    21.00 |       1.24 | $      0.26
355 | 2025-12-12 09:33:06 | Buy  | Down |    21.00 |       7.09 | $      1.49
356 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       5.79 | $      4.69
357 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       5.00 | $      4.05
358 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |      10.68 | $      8.65
359 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       4.36 | $      3.53
360 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       5.79 | $      4.69
361 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       0.90 | $      0.73
362 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       9.32 | $      7.55
363 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       5.79 | $      4.69
364 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |      10.64 | $      8.61
365 | 2025-12-12 09:33:10 | Buy  | Up   |    81.00 |       5.79 | $      4.69
366 | 2025-12-12 09:33:12 | Buy  | Up   |    81.00 |       1.72 | $      1.39
367 | 2025-12-12 09:33:12 | Buy  | Up   |    81.00 |       2.56 | $      2.07
368 | 2025-12-12 09:33:12 | Buy  | Up   |    81.00 |       4.07 | $      3.30
369 | 2025-12-12 09:33:12 | Buy  | Up   |    82.00 |       5.00 | $      4.10
370 | 2025-12-12 09:33:12 | Buy  | Up   |    81.00 |       5.33 | $      4.32
371 | 2025-12-12 09:33:12 | Buy  | Up   |    81.00 |       7.58 | $      6.14
372 | 2025-12-12 09:33:14 | Buy  | Up   |    82.00 |      15.00 | $     12.30
373 | 2025-12-12 09:33:14 | Buy  | Up   |    81.00 |      14.66 | $     11.87
374 | 2025-12-12 09:33:14 | Buy  | Up   |    81.00 |      20.00 | $     16.20
375 | 2025-12-12 09:33:18 | Buy  | Down |    20.00 |      20.00 | $      4.00
376 | 2025-12-12 09:33:18 | Buy  | Down |    20.00 |      20.00 | $      4.00
377 | 2025-12-12 09:33:18 | Buy  | Down |    20.00 |      20.00 | $      4.00
378 | 2025-12-12 09:33:18 | Buy  | Down |    19.00 |      13.76 | $      2.61
379 | 2025-12-12 09:33:18 | Buy  | Down |    21.00 |      18.00 | $      3.78
380 | 2025-12-12 09:33:18 | Buy  | Down |    21.00 |       2.00 | $      0.42
381 | 2025-12-12 09:33:18 | Buy  | Down |    20.00 |      20.00 | $      4.00
382 | 2025-12-12 09:33:18 | Buy  | Down |    19.00 |       1.23 | $      0.23
383 | 2025-12-12 09:33:18 | Buy  | Down |    19.00 |       5.00 | $      0.95
384 | 2025-12-12 09:33:20 | Buy  | Up   |    77.00 |       6.00 | $      4.62
385 | 2025-12-12 09:33:20 | Buy  | Down |    20.00 |       5.00 | $      1.00
386 | 2025-12-12 09:33:20 | Buy  | Down |    20.00 |       1.21 | $      0.24
387 | 2025-12-12 09:33:22 | Buy  | Up   |    77.00 |      20.00 | $     15.40
388 | 2025-12-12 09:33:22 | Buy  | Up   |    77.00 |      15.00 | $     11.55
389 | 2025-12-12 09:33:22 | Buy  | Up   |    78.00 |      20.00 | $     15.60
390 | 2025-12-12 09:33:22 | Buy  | Up   |    78.00 |      20.00 | $     15.60
391 | 2025-12-12 09:33:22 | Buy  | Up   |    77.00 |      20.00 | $     15.40
392 | 2025-12-12 09:33:24 | Buy  | Up   |    74.00 |       5.00 | $      3.70
393 | 2025-12-12 09:33:26 | Buy  | Up   |    75.00 |       2.00 | $      1.50
394 | 2025-12-12 09:33:26 | Buy  | Up   |    75.00 |      20.00 | $     15.00
395 | 2025-12-12 09:33:26 | Buy  | Up   |    75.00 |      10.80 | $      8.10
396 | 2025-12-12 09:33:26 | Buy  | Up   |    75.00 |       3.20 | $      2.40
397 | 2025-12-12 09:33:26 | Buy  | Down |    23.00 |      19.00 | $      4.37
398 | 2025-12-12 09:33:26 | Buy  | Up   |    75.00 |       4.00 | $      3.00
399 | 2025-12-12 09:33:28 | Buy  | Down |    24.00 |       6.24 | $      1.50
400 | 2025-12-12 09:33:28 | Buy  | Down |    24.00 |      13.76 | $      3.30
401 | 2025-12-12 09:33:30 | Buy  | Down |    22.00 |       5.00 | $      1.10
402 | 2025-12-12 09:33:30 | Buy  | Down |    22.00 |       8.00 | $      1.76
403 | 2025-12-12 09:33:30 | Buy  | Down |    22.00 |       5.09 | $      1.12
404 | 2025-12-12 09:33:30 | Buy  | Down |    22.00 |       7.31 | $      1.61
405 | 2025-12-12 09:33:30 | Buy  | Down |    22.00 |       2.69 | $      0.59
406 | 2025-12-12 09:33:30 | Buy  | Down |    22.00 |       2.60 | $      0.57
407 | 2025-12-12 09:33:30 | Buy  | Up   |    74.00 |      20.00 | $     14.80
408 | 2025-12-12 09:33:32 | Buy  | Down |    24.00 |      10.00 | $      2.40
409 | 2025-12-12 09:33:34 | Buy  | Up   |    75.00 |       6.00 | $      4.50
410 | 2025-12-12 09:33:34 | Buy  | Up   |    75.00 |      20.00 | $     15.00
411 | 2025-12-12 09:33:34 | Buy  | Up   |    76.00 |      20.00 | $     15.20
412 | 2025-12-12 09:33:34 | Buy  | Down |    24.00 |      20.00 | $      4.80
413 | 2025-12-12 09:33:34 | Buy  | Down |    24.00 |      20.00 | $      4.80
414 | 2025-12-12 09:33:34 | Buy  | Down |    24.00 |      10.00 | $      2.40
415 | 2025-12-12 09:33:34 | Buy  | Down |    23.00 |       2.00 | $      0.46
416 | 2025-12-12 09:33:34 | Buy  | Up   |    76.00 |       2.53 | $      1.92
417 | 2025-12-12 09:33:40 | Buy  | Down |    21.00 |       5.00 | $      1.05
418 | 2025-12-12 09:33:40 | Buy  | Down |    21.00 |       7.00 | $      1.47
419 | 2025-12-12 09:33:40 | Buy  | Down |    21.00 |       1.27 | $      0.27
420 | 2025-12-12 09:33:40 | Buy  | Down |    21.00 |       5.15 | $      1.08
421 | 2025-12-12 09:33:42 | Buy  | Down |    21.00 |       5.00 | $      1.05
422 | 2025-12-12 09:33:42 | Buy  | Down |    20.00 |      15.31 | $      3.06
423 | 2025-12-12 09:33:42 | Buy  | Down |    21.00 |       1.57 | $      0.33
424 | 2025-12-12 09:33:42 | Buy  | Down |    21.00 |       4.43 | $      0.93
425 | 2025-12-12 09:33:44 | Buy  | Down |    22.00 |      20.00 | $      4.40
426 | 2025-12-12 09:33:44 | Buy  | Down |    22.00 |      20.00 | $      4.40
427 | 2025-12-12 09:33:44 | Buy  | Down |    22.00 |      20.00 | $      4.40
428 | 2025-12-12 09:33:44 | Buy  | Up   |    75.00 |      11.00 | $      8.25
429 | 2025-12-12 09:33:48 | Buy  | Up   |    76.00 |      20.00 | $     15.20
430 | 2025-12-12 09:33:48 | Buy  | Up   |    76.00 |      20.00 | $     15.20
431 | 2025-12-12 09:33:48 | Buy  | Up   |    76.00 |      20.00 | $     15.20
432 | 2025-12-12 09:33:48 | Buy  | Up   |    76.00 |      20.00 | $     15.20
433 | 2025-12-12 09:33:48 | Buy  | Up   |    76.00 |       5.00 | $      3.80
434 | 2025-12-12 09:33:50 | Buy  | Down |    22.00 |       4.87 | $      1.07
435 | 2025-12-12 09:33:50 | Buy  | Down |    22.00 |      20.00 | $      4.40
436 | 2025-12-12 09:33:50 | Buy  | Down |    22.00 |       6.90 | $      1.52
437 | 2025-12-12 09:33:50 | Buy  | Up   |    77.00 |       4.78 | $      3.68
438 | 2025-12-12 09:33:54 | Buy  | Up   |    79.00 |       1.57 | $      1.24
439 | 2025-12-12 09:33:54 | Buy  | Down |    18.00 |      14.00 | $      2.52
440 | 2025-12-12 09:33:56 | Buy  | Down |    19.00 |       2.09 | $      0.40
441 | 2025-12-12 09:33:56 | Buy  | Down |    20.00 |      15.00 | $      3.00
442 | 2025-12-12 09:33:56 | Buy  | Down |    20.00 |      10.00 | $      2.00
443 | 2025-12-12 09:33:56 | Buy  | Down |    19.00 |      10.00 | $      1.90
444 | 2025-12-12 09:33:56 | Buy  | Down |    19.00 |       5.09 | $      0.97
445 | 2025-12-12 09:33:56 | Buy  | Down |    19.00 |       4.91 | $      0.93
446 | 2025-12-12 09:33:58 | Buy  | Down |    20.00 |      10.00 | $      2.00
447 | 2025-12-12 09:33:58 | Buy  | Down |    20.00 |       5.00 | $      1.00
448 | 2025-12-12 09:34:02 | Buy  | Up   |    76.00 |       3.25 | $      2.47
449 | 2025-12-12 09:34:06 | Buy  | Up   |    80.00 |       7.00 | $      5.60
450 | 2025-12-12 09:34:10 | Buy  | Up   |    82.00 |       0.83 | $      0.68
451 | 2025-12-12 09:34:12 | Buy  | Up   |    83.00 |       5.88 | $      4.88
452 | 2025-12-12 09:34:12 | Buy  | Up   |    83.00 |       6.71 | $      5.57
453 | 2025-12-12 09:34:16 | Buy  | Down |    15.00 |      20.00 | $      3.00
454 | 2025-12-12 09:34:20 | Buy  | Down |    19.00 |      20.00 | $      3.80
455 | 2025-12-12 09:34:20 | Buy  | Down |    17.00 |      20.00 | $      3.40
456 | 2025-12-12 09:34:20 | Buy  | Down |    17.00 |      20.00 | $      3.40
457 | 2025-12-12 09:34:20 | Buy  | Down |    18.00 |      20.00 | $      3.60
458 | 2025-12-12 09:34:20 | Buy  | Down |    18.00 |      20.00 | $      3.60
459 | 2025-12-12 09:34:22 | Buy  | Up   |    84.00 |      15.00 | $     12.60
460 | 2025-12-12 09:34:22 | Buy  | Up   |    84.00 |      20.00 | $     16.80
461 | 2025-12-12 09:34:24 | Buy  | Up   |    84.00 |      20.00 | $     16.80
462 | 2025-12-12 09:34:24 | Buy  | Up   |    84.00 |       3.00 | $      2.52
463 | 2025-12-12 09:34:28 | Buy  | Up   |    84.00 |      20.00 | $     16.80
464 | 2025-12-12 09:34:28 | Buy  | Up   |    85.00 |      20.00 | $     17.00
465 | 2025-12-12 09:34:28 | Buy  | Up   |    84.00 |      20.00 | $     16.80
466 | 2025-12-12 09:34:28 | Buy  | Up   |    84.00 |      20.00 | $     16.80
467 | 2025-12-12 09:34:28 | Buy  | Up   |    84.00 |      20.00 | $     16.80
468 | 2025-12-12 09:34:28 | Buy  | Up   |    84.00 |      20.00 | $     16.80
469 | 2025-12-12 09:34:28 | Buy  | Up   |    84.10 |      20.00 | $     16.82
470 | 2025-12-12 09:34:30 | Buy  | Up   |    86.00 |       7.14 | $      6.14
471 | 2025-12-12 09:34:32 | Buy  | Down |    13.00 |       2.24 | $      0.29
472 | 2025-12-12 09:34:36 | Buy  | Up   |    86.00 |       0.20 | $      0.17
473 | 2025-12-12 09:34:36 | Buy  | Up   |    86.00 |       4.08 | $      3.51
474 | 2025-12-12 09:34:36 | Buy  | Up   |    86.00 |       7.86 | $      6.76
475 | 2025-12-12 09:34:36 | Buy  | Up   |    86.00 |       7.86 | $      6.76
476 | 2025-12-12 09:34:36 | Buy  | Up   |    86.00 |       7.80 | $      6.71
477 | 2025-12-12 09:34:36 | Buy  | Down |    11.00 |       6.13 | $      0.67
478 | 2025-12-12 09:34:38 | Buy  | Down |    13.00 |      20.00 | $      2.60
479 | 2025-12-12 09:34:38 | Buy  | Down |    13.00 |      20.00 | $      2.60
480 | 2025-12-12 09:34:40 | Buy  | Down |    14.00 |      15.00 | $      2.10
481 | 2025-12-12 09:34:40 | Buy  | Down |    15.00 |      11.44 | $      1.72
482 | 2025-12-12 09:34:42 | Buy  | Down |    14.00 |      20.00 | $      2.80
483 | 2025-12-12 09:34:42 | Buy  | Down |    16.00 |      15.00 | $      2.40
484 | 2025-12-12 09:34:42 | Buy  | Down |    15.00 |      20.00 | $      3.00
485 | 2025-12-12 09:34:42 | Buy  | Down |    14.00 |      20.00 | $      2.80
486 | 2025-12-12 09:34:42 | Buy  | Down |    14.00 |      20.00 | $      2.80
487 | 2025-12-12 09:34:46 | Buy  | Up   |    84.00 |      16.00 | $     13.44
488 | 2025-12-12 09:34:52 | Buy  | Up   |    79.00 |       5.00 | $      3.95
489 | 2025-12-12 09:34:52 | Buy  | Up   |    78.00 |       5.00 | $      3.90
490 | 2025-12-12 09:34:52 | Buy  | Up   |    78.00 |       5.00 | $      3.90
491 | 2025-12-12 09:34:52 | Buy  | Up   |    78.00 |       5.23 | $      4.08
492 | 2025-12-12 09:34:52 | Buy  | Up   |    78.00 |      10.00 | $      7.80
493 | 2025-12-12 09:34:52 | Buy  | Up   |    80.00 |       6.00 | $      4.80
494 | 2025-12-12 09:34:52 | Buy  | Up   |    78.00 |       0.23 | $      0.18
495 | 2025-12-12 09:34:52 | Buy  | Up   |    78.00 |       4.77 | $      3.72
496 | 2025-12-12 09:34:54 | Buy  | Up   |    80.00 |       3.95 | $      3.16
497 | 2025-12-12 09:34:54 | Buy  | Up   |    81.00 |      20.00 | $     16.20
498 | 2025-12-12 09:34:54 | Buy  | Up   |    78.00 |      10.00 | $      7.80
499 | 2025-12-12 09:34:54 | Buy  | Up   |    80.00 |       1.90 | $      1.52
500 | 2025-12-12 09:34:54 | Buy  | Up   |    80.00 |      20.00 | $     16.00
501 | 2025-12-12 09:34:56 | Buy  | Up   |    80.00 |       1.00 | $      0.80
502 | 2025-12-12 09:34:58 | Buy  | Up   |    80.00 |      20.00 | $     16.00
503 | 2025-12-12 09:34:58 | Buy  | Down |    18.00 |      20.00 | $      3.60
504 | 2025-12-12 09:34:58 | Buy  | Up   |    80.00 |      20.00 | $     16.00
505 | 2025-12-12 09:34:58 | Buy  | Up   |    80.00 |      20.00 | $     16.00
506 | 2025-12-12 09:34:58 | Buy  | Up   |    80.00 |      20.00 | $     16.00
507 | 2025-12-12 09:34:58 | Buy  | Down |    18.00 |      20.00 | $      3.60
508 | 2025-12-12 09:34:58 | Buy  | Down |    18.00 |       7.00 | $      1.26
509 | 2025-12-12 09:34:58 | Buy  | Down |    18.00 |      20.00 | $      3.60
510 | 2025-12-12 09:34:58 | Buy  | Down |    18.00 |      20.00 | $      3.60
511 | 2025-12-12 09:34:58 | Buy  | Down |    18.00 |      13.00 | $      2.34
512 | 2025-12-12 09:35:00 | Buy  | Up   |    80.00 |       0.15 | $      0.12
513 | 2025-12-12 09:35:02 | Buy  | Down |    18.00 |       2.80 | $      0.50
514 | 2025-12-12 09:35:02 | Buy  | Down |    18.00 |       2.30 | $      0.41
515 | 2025-12-12 09:35:02 | Buy  | Down |    19.00 |       5.00 | $      0.95
516 | 2025-12-12 09:35:04 | Buy  | Down |    19.00 |      20.00 | $      3.80
517 | 2025-12-12 09:35:04 | Buy  | Down |    18.00 |      11.34 | $      2.04
518 | 2025-12-12 09:35:04 | Buy  | Down |    19.00 |      20.00 | $      3.80
519 | 2025-12-12 09:35:04 | Buy  | Down |    19.00 |      15.00 | $      2.85
520 | 2025-12-12 09:35:04 | Buy  | Up   |    81.00 |      20.00 | $     16.20
521 | 2025-12-12 09:35:04 | Buy  | Down |    20.00 |      20.00 | $      4.00
522 | 2025-12-12 09:35:08 | Buy  | Down |    30.00 |      14.29 | $      4.29
523 | 2025-12-12 09:35:08 | Buy  | Up   |    73.00 |       5.00 | $      3.65
524 | 2025-12-12 09:35:10 | Buy  | Up   |    73.00 |       1.50 | $      1.09
525 | 2025-12-12 09:35:10 | Buy  | Up   |    74.00 |      20.00 | $     14.80
526 | 2025-12-12 09:35:14 | Buy  | Up   |    74.00 |      20.00 | $     14.80
527 | 2025-12-12 09:35:14 | Buy  | Up   |    74.00 |       5.27 | $      3.90
528 | 2025-12-12 09:35:14 | Buy  | Up   |    74.00 |       2.36 | $      1.75
529 | 2025-12-12 09:35:14 | Buy  | Up   |    74.00 |      20.00 | $     14.80
530 | 2025-12-12 09:35:16 | Buy  | Down |    25.00 |       5.07 | $      1.27
531 | 2025-12-12 09:35:16 | Buy  | Down |    25.00 |       5.20 | $      1.30
532 | 2025-12-12 09:35:16 | Buy  | Down |    25.00 |       5.00 | $      1.25
533 | 2025-12-12 09:35:18 | Buy  | Down |    25.00 |       9.35 | $      2.34
534 | 2025-12-12 09:35:18 | Buy  | Down |    24.00 |       0.28 | $      0.07
535 | 2025-12-12 09:35:18 | Buy  | Down |    25.00 |       5.41 | $      1.35
536 | 2025-12-12 09:35:18 | Buy  | Down |    25.00 |       0.04 | $      0.01
537 | 2025-12-12 09:35:18 | Buy  | Down |    25.00 |       4.86 | $      1.22
538 | 2025-12-12 09:35:18 | Buy  | Down |    24.00 |       0.29 | $      0.07
539 | 2025-12-12 09:35:18 | Buy  | Down |    25.00 |       5.07 | $      1.27
