MARKET: Bitcoin Up or Down - December 12, 10:30AM-10:45AM ET
RESOLUTION: NO
TRADES: 835
TIME RANGE: 2025-12-12 10:30:18 to 2025-12-12 10:39:54
PRICE RANGE: 9.00 - 89.00

--- Position at resolution ---
Remaining YES shares: 5091.71
Remaining NO shares:  5122.17
Final value: $ 5122.17
Total spent (net exposure): $ 5050.25
FINAL PNL: $ 71.92

--- Buy/Sell totals ---
YES buys:  5091.71 sh / $ 1719.65
YES sells: 0.00 sh / $ 0.00
NO buys:   5122.17 sh / $ 3330.60
NO sells:  0.00 sh / $ 0.00

--- Cumulative buys ---
YES cumulative: 5091.71 sh / $ 1719.65
NO cumulative:  5122.17 sh / $ 3330.60

--- Exposure peaks (trade index: earliest → latest) ---
YES dollar peak: $ 1719.65 at trade #831
NO dollar peak:  $ 3330.60 at trade #835
YES share peak:  5091.71 sh at trade #831
NO share peak:   5122.17 sh at trade #835

--- Final exposure ---
YES exposure: $ 1719.65 | 5091.71 sh
NO exposure:  $ 3330.60 | 5122.17 sh
NET exposure: $ 5050.25 | 10213.88 sh

--- Trades (Sorted by Timestamp) ---
Idx | Time                | Type | Side | Price(c) |   Shares   |    Cost($)
285 | 2025-12-12 10:32:34 | Buy  | Up   |    42.00 |       5.17 | $      2.17
286 | 2025-12-12 10:32:34 | Buy  | Up   |    42.00 |       4.47 | $      1.88
287 | 2025-12-12 10:32:34 | Buy  | Up   |    42.00 |       1.43 | $      0.60
288 | 2025-12-12 10:32:34 | Buy  | Up   |    42.00 |      10.34 | $      4.34
289 | 2025-12-12 10:32:36 | Buy  | Down |    57.00 |       8.00 | $      4.56
290 | 2025-12-12 10:32:38 | Buy  | Down |    54.00 |      10.22 | $      5.52
291 | 2025-12-12 10:32:38 | Buy  | Down |    55.00 |       8.00 | $      4.40
292 | 2025-12-12 10:32:38 | Buy  | Down |    55.00 |       5.00 | $      2.75
293 | 2025-12-12 10:32:40 | Buy  | Up   |    45.00 |      20.00 | $      9.00
294 | 2025-12-12 10:32:40 | Buy  | Down |    56.00 |      10.00 | $      5.60
295 | 2025-12-12 10:32:40 | Buy  | Down |    56.00 |       5.00 | $      2.80
296 | 2025-12-12 10:32:40 | Buy  | Down |    56.00 |      10.00 | $      5.60
297 | 2025-12-12 10:32:40 | Buy  | Up   |    44.00 |      20.00 | $      8.80
298 | 2025-12-12 10:32:40 | Buy  | Down |    56.00 |       5.00 | $      2.80
299 | 2025-12-12 10:32:40 | Buy  | Up   |    45.00 |      20.00 | $      9.00
300 | 2025-12-12 10:32:40 | Buy  | Up   |    45.00 |      20.00 | $      9.00
301 | 2025-12-12 10:32:40 | Buy  | Up   |    44.00 |       5.71 | $      2.51
302 | 2025-12-12 10:32:40 | Buy  | Up   |    45.00 |      20.00 | $      9.00
303 | 2025-12-12 10:32:46 | Buy  | Up   |    46.00 |      15.00 | $      6.90
304 | 2025-12-12 10:32:46 | Buy  | Up   |    46.00 |      20.00 | $      9.20
305 | 2025-12-12 10:32:46 | Buy  | Up   |    46.00 |      20.00 | $      9.20
306 | 2025-12-12 10:32:46 | Buy  | Down |    57.00 |      20.00 | $     11.40
307 | 2025-12-12 10:32:46 | Buy  | Up   |    44.00 |       4.20 | $      1.85
308 | 2025-12-12 10:32:48 | Buy  | Down |    57.00 |      12.67 | $      7.22
309 | 2025-12-12 10:32:48 | Buy  | Down |    58.00 |      10.00 | $      5.80
310 | 2025-12-12 10:32:48 | Buy  | Up   |    42.00 |       2.47 | $      1.04
311 | 2025-12-12 10:32:48 | Buy  | Down |    57.00 |       2.33 | $      1.33
312 | 2025-12-12 10:32:48 | Buy  | Down |    58.00 |      10.00 | $      5.80
313 | 2025-12-12 10:32:48 | Buy  | Down |    57.00 |       1.81 | $      1.03
314 | 2025-12-12 10:32:48 | Buy  | Down |    57.00 |       2.33 | $      1.33
315 | 2025-12-12 10:32:48 | Buy  | Down |    57.00 |       5.00 | $      2.85
316 | 2025-12-12 10:32:50 | Buy  | Up   |    42.00 |      20.00 | $      8.40
317 | 2025-12-12 10:32:50 | Buy  | Up   |    42.00 |      20.00 | $      8.40
318 | 2025-12-12 10:32:50 | Buy  | Up   |    44.00 |       5.00 | $      2.20
319 | 2025-12-12 10:32:50 | Buy  | Up   |    42.00 |      20.00 | $      8.40
320 | 2025-12-12 10:32:52 | Buy  | Up   |    43.00 |       6.00 | $      2.58
321 | 2025-12-12 10:32:52 | Buy  | Up   |    43.00 |       5.00 | $      2.15
322 | 2025-12-12 10:32:52 | Buy  | Up   |    44.00 |       6.11 | $      2.69
323 | 2025-12-12 10:32:54 | Buy  | Up   |    44.00 |       1.00 | $      0.44
324 | 2025-12-12 10:32:54 | Buy  | Up   |    44.00 |      10.00 | $      4.40
325 | 2025-12-12 10:32:56 | Buy  | Up   |    44.00 |       6.00 | $      2.64
326 | 2025-12-12 10:32:56 | Buy  | Up   |    46.00 |      20.00 | $      9.20
327 | 2025-12-12 10:33:00 | Buy  | Up   |    41.00 |      20.00 | $      8.20
328 | 2025-12-12 10:33:00 | Buy  | Down |    58.00 |       8.09 | $      4.69
329 | 2025-12-12 10:33:00 | Buy  | Down |    58.00 |      11.90 | $      6.90
330 | 2025-12-12 10:33:00 | Buy  | Down |    58.00 |      11.19 | $      6.49
331 | 2025-12-12 10:33:00 | Buy  | Down |    58.00 |       1.91 | $      1.11
332 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |      15.00 | $      8.55
333 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |       5.00 | $      2.85
334 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |      10.00 | $      5.70
335 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |      10.00 | $      5.70
336 | 2025-12-12 10:33:02 | Buy  | Up   |    42.00 |       2.59 | $      1.09
337 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |       5.00 | $      2.85
338 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |      10.00 | $      5.70
339 | 2025-12-12 10:33:02 | Buy  | Down |    57.00 |      10.00 | $      5.70
340 | 2025-12-12 10:33:02 | Buy  | Up   |    42.00 |       2.59 | $      1.09
341 | 2025-12-12 10:33:04 | Buy  | Down |    58.00 |      20.00 | $     11.60
342 | 2025-12-12 10:33:04 | Buy  | Down |    58.00 |      11.00 | $      6.38
343 | 2025-12-12 10:33:04 | Buy  | Down |    57.00 |      11.00 | $      6.27
344 | 2025-12-12 10:33:04 | Buy  | Down |    58.00 |      20.00 | $     11.60
345 | 2025-12-12 10:33:04 | Buy  | Down |    58.00 |       9.00 | $      5.22
346 | 2025-12-12 10:33:04 | Buy  | Down |    58.00 |       2.58 | $      1.50
347 | 2025-12-12 10:33:04 | Buy  | Down |    58.00 |      20.00 | $     11.60
348 | 2025-12-12 10:33:06 | Buy  | Up   |    44.00 |       6.64 | $      2.92
349 | 2025-12-12 10:33:06 | Buy  | Up   |    45.00 |       3.64 | $      1.64
350 | 2025-12-12 10:33:08 | Buy  | Up   |    44.00 |       2.68 | $      1.18
351 | 2025-12-12 10:33:08 | Buy  | Up   |    48.00 |      20.00 | $      9.60
352 | 2025-12-12 10:33:08 | Buy  | Up   |    47.00 |       1.13 | $      0.53
353 | 2025-12-12 10:33:08 | Buy  | Up   |    47.00 |       5.00 | $      2.35
354 | 2025-12-12 10:33:08 | Buy  | Up   |    45.00 |      15.00 | $      6.75
355 | 2025-12-12 10:33:08 | Buy  | Up   |    47.00 |      18.87 | $      8.87
356 | 2025-12-12 10:33:10 | Buy  | Up   |    46.00 |       0.96 | $      0.44
357 | 2025-12-12 10:33:10 | Buy  | Down |    54.00 |       5.00 | $      2.70
358 | 2025-12-12 10:33:10 | Buy  | Down |    54.00 |       6.76 | $      3.65
359 | 2025-12-12 10:33:10 | Buy  | Down |    53.00 |      20.00 | $     10.60
360 | 2025-12-12 10:33:10 | Buy  | Up   |    46.00 |       5.00 | $      2.30
361 | 2025-12-12 10:33:10 | Buy  | Down |    54.00 |      15.00 | $      8.10
362 | 2025-12-12 10:33:12 | Buy  | Up   |    51.00 |      18.03 | $      9.20
363 | 2025-12-12 10:33:12 | Buy  | Down |    53.00 |      15.00 | $      7.95
364 | 2025-12-12 10:33:12 | Buy  | Down |    54.00 |       5.00 | $      2.70
365 | 2025-12-12 10:33:12 | Buy  | Down |    54.00 |       3.00 | $      1.62
366 | 2025-12-12 10:33:14 | Buy  | Down |    50.00 |       5.00 | $      2.50
367 | 2025-12-12 10:33:14 | Buy  | Up   |    50.00 |       8.31 | $      4.16
368 | 2025-12-12 10:33:14 | Buy  | Up   |    51.00 |       1.97 | $      1.00
369 | 2025-12-12 10:33:14 | Buy  | Up   |    51.00 |      20.00 | $     10.20
370 | 2025-12-12 10:33:14 | Buy  | Up   |    51.00 |      20.00 | $     10.20
371 | 2025-12-12 10:33:14 | Buy  | Up   |    50.00 |       5.69 | $      2.85
372 | 2025-12-12 10:33:14 | Buy  | Up   |    50.00 |       6.00 | $      3.00
373 | 2025-12-12 10:33:14 | Buy  | Down |    50.00 |      10.00 | $      5.00
374 | 2025-12-12 10:33:14 | Buy  | Up   |    50.00 |       1.69 | $      0.84
375 | 2025-12-12 10:33:14 | Buy  | Down |    50.00 |      10.00 | $      5.00
376 | 2025-12-12 10:33:16 | Buy  | Down |    51.00 |      15.00 | $      7.65
377 | 2025-12-12 10:33:16 | Buy  | Down |    51.00 |       5.00 | $      2.55
378 | 2025-12-12 10:33:18 | Buy  | Up   |    50.00 |      20.00 | $     10.00
379 | 2025-12-12 10:33:18 | Buy  | Up   |    50.00 |      20.00 | $     10.00
380 | 2025-12-12 10:33:18 | Buy  | Up   |    50.00 |      20.00 | $     10.00
381 | 2025-12-12 10:33:18 | Buy  | Up   |    50.00 |      20.00 | $     10.00
382 | 2025-12-12 10:33:20 | Buy  | Down |    49.00 |      10.00 | $      4.90
383 | 2025-12-12 10:33:22 | Buy  | Down |    49.00 |       6.00 | $      2.94
384 | 2025-12-12 10:33:24 | Buy  | Down |    56.00 |      20.00 | $     11.20
385 | 2025-12-12 10:33:26 | Buy  | Up   |    45.00 |       5.00 | $      2.25
386 | 2025-12-12 10:33:26 | Buy  | Up   |    42.00 |      15.00 | $      6.30
387 | 2025-12-12 10:33:26 | Buy  | Up   |    45.00 |       2.73 | $      1.23
388 | 2025-12-12 10:33:32 | Buy  | Down |    54.00 |       6.00 | $      3.24
389 | 2025-12-12 10:33:32 | Buy  | Down |    54.00 |       5.00 | $      2.70
390 | 2025-12-12 10:33:32 | Buy  | Down |    54.00 |       2.17 | $      1.17
391 | 2025-12-12 10:33:32 | Buy  | Down |    54.00 |       6.00 | $      3.24
392 | 2025-12-12 10:33:32 | Buy  | Down |    54.00 |       8.00 | $      4.32
393 | 2025-12-12 10:33:32 | Buy  | Down |    54.00 |       9.00 | $      4.86
394 | 2025-12-12 10:33:34 | Buy  | Up   |    46.00 |       8.15 | $      3.75
395 | 2025-12-12 10:33:34 | Buy  | Down |    54.00 |      20.00 | $     10.80
396 | 2025-12-12 10:33:34 | Buy  | Down |    54.00 |       6.00 | $      3.24
397 | 2025-12-12 10:33:34 | Buy  | Down |    54.00 |       5.00 | $      2.70
398 | 2025-12-12 10:33:34 | Buy  | Down |    54.00 |      15.00 | $      8.10
399 | 2025-12-12 10:33:34 | Buy  | Up   |    48.00 |       5.00 | $      2.40
400 | 2025-12-12 10:33:34 | Buy  | Down |    54.00 |       8.00 | $      4.32
401 | 2025-12-12 10:33:36 | Buy  | Up   |    51.00 |       5.10 | $      2.60
402 | 2025-12-12 10:33:36 | Buy  | Up   |    50.00 |      20.00 | $     10.00
403 | 2025-12-12 10:33:38 | Buy  | Up   |    50.00 |      20.00 | $     10.00
404 | 2025-12-12 10:33:38 | Buy  | Up   |    50.00 |      15.00 | $      7.50
405 | 2025-12-12 10:33:38 | Buy  | Up   |    50.00 |       1.00 | $      0.50
406 | 2025-12-12 10:33:38 | Buy  | Up   |    51.00 |       2.04 | $      1.04
407 | 2025-12-12 10:33:40 | Buy  | Up   |    50.00 |       5.00 | $      2.50
408 | 2025-12-12 10:33:42 | Buy  | Up   |    50.00 |      20.00 | $     10.00
409 | 2025-12-12 10:33:42 | Buy  | Up   |    50.00 |      15.00 | $      7.50
410 | 2025-12-12 10:33:42 | Buy  | Up   |    50.00 |      20.00 | $     10.00
411 | 2025-12-12 10:33:46 | Buy  | Down |    49.00 |      15.00 | $      7.35
412 | 2025-12-12 10:33:46 | Buy  | Down |    41.00 |       5.00 | $      2.05
413 | 2025-12-12 10:33:46 | Buy  | Down |    49.00 |      10.00 | $      4.90
414 | 2025-12-12 10:33:50 | Buy  | Up   |    57.00 |       5.00 | $      2.85
415 | 2025-12-12 10:33:50 | Buy  | Up   |    57.00 |       2.33 | $      1.33
416 | 2025-12-12 10:33:52 | Buy  | Up   |    58.00 |       4.84 | $      2.81
417 | 2025-12-12 10:33:54 | Buy  | Up   |    53.00 |      15.00 | $      7.95
418 | 2025-12-12 10:33:54 | Buy  | Down |    44.00 |       1.79 | $      0.79
419 | 2025-12-12 10:33:56 | Buy  | Down |    44.00 |       5.00 | $      2.20
420 | 2025-12-12 10:33:56 | Buy  | Down |    44.00 |      20.00 | $      8.80
421 | 2025-12-12 10:33:56 | Buy  | Down |    44.00 |       2.00 | $      0.88
422 | 2025-12-12 10:33:56 | Buy  | Down |    44.00 |      20.00 | $      8.80
423 | 2025-12-12 10:33:56 | Buy  | Down |    45.00 |       5.00 | $      2.25
424 | 2025-12-12 10:33:56 | Buy  | Down |    44.00 |      20.00 | $      8.80
425 | 2025-12-12 10:33:58 | Buy  | Down |    45.00 |      15.00 | $      6.75
426 | 2025-12-12 10:33:58 | Buy  | Up   |    55.00 |       8.00 | $      4.40
427 | 2025-12-12 10:33:58 | Buy  | Up   |    55.00 |      20.00 | $     11.00
428 | 2025-12-12 10:33:58 | Buy  | Up   |    55.00 |      20.00 | $     11.00
429 | 2025-12-12 10:33:58 | Buy  | Down |    45.00 |      20.00 | $      9.00
430 | 2025-12-12 10:33:58 | Buy  | Up   |    55.00 |      10.00 | $      5.50
431 | 2025-12-12 10:34:02 | Buy  | Up   |    55.00 |       5.00 | $      2.75
432 | 2025-12-12 10:34:04 | Buy  | Down |    45.00 |      20.00 | $      9.00
433 | 2025-12-12 10:34:04 | Buy  | Down |    46.00 |      20.00 | $      9.20
434 | 2025-12-12 10:34:08 | Buy  | Down |    56.00 |       9.00 | $      5.04
435 | 2025-12-12 10:34:10 | Buy  | Down |    56.00 |      20.00 | $     11.20
436 | 2025-12-12 10:34:10 | Buy  | Down |    56.00 |      11.00 | $      6.16
437 | 2025-12-12 10:34:10 | Buy  | Down |    55.00 |      20.00 | $     11.00
438 | 2025-12-12 10:34:10 | Buy  | Down |    56.00 |      20.00 | $     11.20
439 | 2025-12-12 10:34:10 | Buy  | Down |    56.00 |      20.00 | $     11.20
440 | 2025-12-12 10:34:10 | Buy  | Down |    55.00 |      20.00 | $     11.00
441 | 2025-12-12 10:34:10 | Buy  | Down |    55.00 |      20.00 | $     11.00
442 | 2025-12-12 10:34:12 | Buy  | Down |    52.00 |      20.00 | $     10.40
443 | 2025-12-12 10:34:12 | Buy  | Up   |    44.00 |       4.70 | $      2.07
444 | 2025-12-12 10:34:12 | Buy  | Up   |    44.00 |      14.70 | $      6.47
445 | 2025-12-12 10:34:12 | Buy  | Up   |    45.00 |       5.00 | $      2.25
446 | 2025-12-12 10:34:12 | Buy  | Up   |    45.00 |      15.00 | $      6.75
447 | 2025-12-12 10:34:12 | Buy  | Up   |    45.00 |      10.00 | $      4.50
448 | 2025-12-12 10:34:12 | Buy  | Up   |    44.00 |       0.30 | $      0.13
449 | 2025-12-12 10:34:12 | Buy  | Up   |    44.00 |      15.00 | $      6.60
450 | 2025-12-12 10:34:16 | Buy  | Down |    57.00 |       9.33 | $      5.32
451 | 2025-12-12 10:34:16 | Buy  | Down |    55.00 |       7.56 | $      4.16
452 | 2025-12-12 10:34:16 | Buy  | Up   |    44.00 |       4.80 | $      2.11
453 | 2025-12-12 10:34:16 | Buy  | Up   |    44.00 |      12.00 | $      5.28
454 | 2025-12-12 10:34:16 | Buy  | Down |    57.00 |      10.00 | $      5.70
455 | 2025-12-12 10:34:16 | Buy  | Down |    53.00 |       2.34 | $      1.24
456 | 2025-12-12 10:34:16 | Buy  | Down |    52.00 |      20.00 | $     10.40
457 | 2025-12-12 10:34:18 | Buy  | Down |    59.00 |      20.00 | $     11.80
458 | 2025-12-12 10:34:18 | Buy  | Down |    58.00 |      20.00 | $     11.60
459 | 2025-12-12 10:34:18 | Buy  | Down |    59.00 |      20.00 | $     11.80
460 | 2025-12-12 10:34:18 | Buy  | Down |    58.00 |       7.14 | $      4.14
461 | 2025-12-12 10:34:18 | Buy  | Down |    59.00 |       1.00 | $      0.59
462 | 2025-12-12 10:34:28 | Buy  | Down |    63.00 |       6.00 | $      3.78
463 | 2025-12-12 10:34:32 | Buy  | Down |    68.00 |      20.00 | $     13.60
464 | 2025-12-12 10:34:36 | Buy  | Up   |    26.00 |      20.00 | $      5.20
465 | 2025-12-12 10:34:36 | Buy  | Up   |    26.00 |       2.03 | $      0.53
466 | 2025-12-12 10:34:36 | Buy  | Up   |    26.00 |      18.84 | $      4.90
467 | 2025-12-12 10:34:36 | Buy  | Up   |    27.00 |       7.93 | $      2.14
468 | 2025-12-12 10:34:36 | Buy  | Up   |    26.00 |      10.00 | $      2.60
469 | 2025-12-12 10:34:36 | Buy  | Up   |    26.00 |      15.00 | $      3.90
470 | 2025-12-12 10:34:38 | Buy  | Up   |    26.00 |       1.25 | $      0.33
471 | 2025-12-12 10:34:38 | Buy  | Up   |    27.00 |      20.00 | $      5.40
472 | 2025-12-12 10:34:38 | Buy  | Up   |    26.00 |      20.00 | $      5.20
473 | 2025-12-12 10:34:38 | Buy  | Up   |    27.00 |      20.00 | $      5.40
474 | 2025-12-12 10:34:38 | Buy  | Up   |    27.00 |      20.00 | $      5.40
475 | 2025-12-12 10:34:38 | Buy  | Up   |    27.00 |      20.00 | $      5.40
476 | 2025-12-12 10:34:38 | Buy  | Up   |    26.00 |       3.74 | $      0.97
477 | 2025-12-12 10:34:38 | Buy  | Up   |    27.00 |       5.00 | $      1.35
478 | 2025-12-12 10:34:40 | Buy  | Up   |    26.00 |      15.00 | $      3.90
479 | 2025-12-12 10:34:40 | Buy  | Down |    73.00 |      20.00 | $     14.60
480 | 2025-12-12 10:34:40 | Buy  | Down |    73.00 |      20.00 | $     14.60
481 | 2025-12-12 10:34:40 | Buy  | Down |    73.00 |      20.00 | $     14.60
482 | 2025-12-12 10:34:40 | Buy  | Down |    73.00 |      20.00 | $     14.60
483 | 2025-12-12 10:34:40 | Buy  | Up   |    27.00 |       1.37 | $      0.37
484 | 2025-12-12 10:34:42 | Buy  | Up   |    26.00 |      20.00 | $      5.20
485 | 2025-12-12 10:34:42 | Buy  | Up   |    26.00 |       1.11 | $      0.29
486 | 2025-12-12 10:34:42 | Buy  | Up   |    30.00 |       8.00 | $      2.40
487 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |       3.70 | $      1.11
488 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |       1.23 | $      0.37
489 | 2025-12-12 10:34:44 | Buy  | Down |    68.00 |      15.00 | $     10.20
490 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |       5.07 | $      1.52
491 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |      10.00 | $      3.00
492 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |       7.28 | $      2.18
493 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |       3.70 | $      1.11
494 | 2025-12-12 10:34:44 | Buy  | Up   |    30.00 |      16.30 | $      4.89
495 | 2025-12-12 10:34:44 | Buy  | Down |    70.00 |       1.00 | $      0.70
496 | 2025-12-12 10:34:46 | Buy  | Down |    71.00 |       5.45 | $      3.87
497 | 2025-12-12 10:34:46 | Buy  | Down |    71.00 |      11.55 | $      8.20
498 | 2025-12-12 10:34:46 | Buy  | Down |    71.00 |       5.00 | $      3.55
499 | 2025-12-12 10:34:46 | Buy  | Down |    71.00 |       5.79 | $      4.11
500 | 2025-12-12 10:34:46 | Buy  | Down |    71.00 |       5.00 | $      3.55
501 | 2025-12-12 10:34:46 | Buy  | Down |    71.00 |       3.45 | $      2.45
502 | 2025-12-12 10:34:48 | Buy  | Down |    71.00 |       2.24 | $      1.59
503 | 2025-12-12 10:34:48 | Buy  | Down |    71.00 |      20.00 | $     14.20
504 | 2025-12-12 10:34:48 | Buy  | Down |    71.00 |      17.76 | $     12.61
505 | 2025-12-12 10:34:48 | Buy  | Down |    71.00 |       3.76 | $      2.67
506 | 2025-12-12 10:34:50 | Buy  | Up   |    30.00 |      15.00 | $      4.50
507 | 2025-12-12 10:34:50 | Buy  | Up   |    30.00 |       5.00 | $      1.50
508 | 2025-12-12 10:34:52 | Buy  | Up   |    29.00 |       8.17 | $      2.37
509 | 2025-12-12 10:34:52 | Buy  | Up   |    33.00 |       7.46 | $      2.46
510 | 2025-12-12 10:34:52 | Buy  | Up   |    33.00 |       1.64 | $      0.54
511 | 2025-12-12 10:34:52 | Buy  | Up   |    29.00 |       5.00 | $      1.45
512 | 2025-12-12 10:34:52 | Buy  | Down |    70.00 |      20.00 | $     14.00
513 | 2025-12-12 10:34:52 | Buy  | Up   |    33.00 |      13.00 | $      4.29
514 | 2025-12-12 10:34:52 | Buy  | Up   |    33.00 |       7.00 | $      2.31
515 | 2025-12-12 10:34:54 | Buy  | Up   |    31.00 |      14.49 | $      4.49
516 | 2025-12-12 10:34:54 | Buy  | Up   |    32.00 |      17.38 | $      5.56
517 | 2025-12-12 10:34:54 | Buy  | Up   |    32.00 |      20.00 | $      6.40
518 | 2025-12-12 10:34:54 | Buy  | Up   |    31.00 |       1.59 | $      0.49
519 | 2025-12-12 10:34:54 | Buy  | Up   |    32.00 |       2.61 | $      0.84
520 | 2025-12-12 10:34:58 | Buy  | Up   |    33.00 |      20.00 | $      6.60
521 | 2025-12-12 10:34:58 | Buy  | Up   |    33.00 |      20.00 | $      6.60
522 | 2025-12-12 10:35:00 | Buy  | Down |    69.00 |      20.00 | $     13.80
523 | 2025-12-12 10:35:00 | Buy  | Down |    69.00 |      13.65 | $      9.42
524 | 2025-12-12 10:35:00 | Buy  | Up   |    32.00 |      20.00 | $      6.40
525 | 2025-12-12 10:35:00 | Buy  | Up   |    32.00 |      20.00 | $      6.40
526 | 2025-12-12 10:35:02 | Buy  | Down |    68.00 |       7.00 | $      4.76
527 | 2025-12-12 10:35:02 | Buy  | Down |    67.00 |       1.88 | $      1.26
528 | 2025-12-12 10:35:02 | Buy  | Down |    68.00 |       9.00 | $      6.12
529 | 2025-12-12 10:35:02 | Buy  | Down |    68.00 |      11.00 | $      7.48
530 | 2025-12-12 10:35:04 | Buy  | Up   |    32.00 |      15.00 | $      4.80
531 | 2025-12-12 10:35:04 | Buy  | Up   |    33.00 |      10.45 | $      3.45
532 | 2025-12-12 10:35:04 | Buy  | Up   |    34.00 |      20.00 | $      6.80
533 | 2025-12-12 10:35:04 | Buy  | Up   |    34.00 |      10.30 | $      3.50
534 | 2025-12-12 10:35:04 | Buy  | Up   |    33.00 |       3.18 | $      1.05
535 | 2025-12-12 10:35:04 | Buy  | Up   |    33.00 |      19.37 | $      6.39
536 | 2025-12-12 10:35:04 | Buy  | Up   |    33.00 |       6.37 | $      2.10
537 | 2025-12-12 10:35:04 | Buy  | Up   |    33.00 |       0.63 | $      0.21
538 | 2025-12-12 10:35:04 | Buy  | Up   |    32.00 |       2.27 | $      0.73
539 | 2025-12-12 10:35:04 | Buy  | Up   |    32.00 |       1.62 | $      0.52
540 | 2025-12-12 10:35:04 | Buy  | Up   |    31.00 |      14.00 | $      4.34
541 | 2025-12-12 10:35:04 | Buy  | Up   |    31.00 |       6.29 | $      1.95
542 | 2025-12-12 10:35:04 | Buy  | Up   |    32.00 |      17.35 | $      5.55
543 | 2025-12-12 10:35:06 | Buy  | Up   |    34.00 |       3.02 | $      1.03
544 | 2025-12-12 10:35:06 | Buy  | Up   |    34.00 |       1.67 | $      0.57
545 | 2025-12-12 10:35:06 | Buy  | Up   |    34.00 |       5.00 | $      1.70
546 | 2025-12-12 10:35:08 | Buy  | Down |    70.00 |       5.00 | $      3.50
547 | 2025-12-12 10:35:08 | Buy  | Down |    70.00 |       1.00 | $      0.70
548 | 2025-12-12 10:35:08 | Buy  | Down |    69.00 |      10.32 | $      7.12
549 | 2025-12-12 10:35:12 | Buy  | Down |    74.00 |      20.00 | $     14.80
550 | 2025-12-12 10:35:12 | Buy  | Down |    73.00 |       5.19 | $      3.79
551 | 2025-12-12 10:35:14 | Buy  | Down |    73.00 |      20.00 | $     14.60
552 | 2025-12-12 10:35:14 | Buy  | Down |    73.00 |      20.00 | $     14.60
553 | 2025-12-12 10:35:14 | Buy  | Down |    73.00 |      20.00 | $     14.60
554 | 2025-12-12 10:35:16 | Buy  | Down |    74.00 |      20.00 | $     14.80
555 | 2025-12-12 10:35:18 | Buy  | Down |    77.00 |       5.00 | $      3.85
556 | 2025-12-12 10:35:18 | Buy  | Up   |    23.00 |      14.74 | $      3.39
557 | 2025-12-12 10:35:18 | Buy  | Up   |    23.00 |       0.76 | $      0.17
558 | 2025-12-12 10:35:18 | Buy  | Up   |    23.00 |       5.26 | $      1.21
559 | 2025-12-12 10:35:18 | Buy  | Down |    75.00 |       9.73 | $      7.30
560 | 2025-12-12 10:35:24 | Buy  | Down |    77.00 |      10.00 | $      7.70
561 | 2025-12-12 10:35:26 | Buy  | Down |    76.00 |      20.00 | $     15.20
562 | 2025-12-12 10:35:26 | Buy  | Down |    76.00 |      20.00 | $     15.20
563 | 2025-12-12 10:35:26 | Buy  | Down |    76.00 |       5.00 | $      3.80
564 | 2025-12-12 10:35:26 | Buy  | Down |    76.00 |      20.00 | $     15.20
565 | 2025-12-12 10:35:28 | Buy  | Up   |    20.00 |      20.00 | $      4.00
566 | 2025-12-12 10:35:28 | Buy  | Up   |    21.00 |       7.09 | $      1.49
567 | 2025-12-12 10:35:28 | Buy  | Up   |    21.00 |       6.33 | $      1.33
568 | 2025-12-12 10:35:30 | Buy  | Up   |    21.00 |       1.39 | $      0.29
569 | 2025-12-12 10:35:30 | Buy  | Down |    79.00 |      10.90 | $      8.61
570 | 2025-12-12 10:35:30 | Buy  | Up   |    21.00 |       3.00 | $      0.63
571 | 2025-12-12 10:35:30 | Buy  | Up   |    21.00 |       9.34 | $      1.96
572 | 2025-12-12 10:35:30 | Buy  | Down |    77.00 |      15.00 | $     11.55
573 | 2025-12-12 10:35:32 | Buy  | Up   |    22.00 |      13.00 | $      2.86
574 | 2025-12-12 10:35:32 | Buy  | Up   |    21.00 |       2.27 | $      0.48
575 | 2025-12-12 10:35:32 | Buy  | Up   |    22.00 |       4.92 | $      1.08
576 | 2025-12-12 10:35:32 | Buy  | Up   |    21.00 |      15.00 | $      3.15
577 | 2025-12-12 10:35:32 | Buy  | Up   |    22.00 |       7.00 | $      1.54
578 | 2025-12-12 10:35:34 | Buy  | Down |    77.00 |      20.00 | $     15.40
579 | 2025-12-12 10:35:34 | Buy  | Down |    77.00 |      20.00 | $     15.40
580 | 2025-12-12 10:35:34 | Buy  | Down |    78.00 |      20.00 | $     15.60
581 | 2025-12-12 10:35:34 | Buy  | Down |    77.00 |      20.00 | $     15.40
582 | 2025-12-12 10:35:34 | Buy  | Down |    77.00 |      20.00 | $     15.40
583 | 2025-12-12 10:35:36 | Buy  | Down |    77.00 |      19.00 | $     14.63
584 | 2025-12-12 10:35:36 | Buy  | Up   |    19.00 |       5.00 | $      0.95
