MARKET: Bitcoin Up or Down - December 12, 10:30AM-10:45AM ET
RESOLUTION: NO
TRADES: 835
TIME RANGE: 2025-12-12 10:30:18 to 2025-12-12 10:39:54
PRICE RANGE: 9.00 - 89.00

--- Position at resolution ---
Remaining YES shares: 5091.71
Remaining NO shares:  5122.17
Final value: $ 5122.17
Total spent (net exposure): $ 5050.25
FINAL PNL: $ 71.92

--- Buy/Sell totals ---
YES buys:  5091.71 sh / $ 1719.65
YES sells: 0.00 sh / $ 0.00
NO buys:   5122.17 sh / $ 3330.60
NO sells:  0.00 sh / $ 0.00

--- Cumulative buys ---
YES cumulative: 5091.71 sh / $ 1719.65
NO cumulative:  5122.17 sh / $ 3330.60

--- Exposure peaks (trade index: earliest → latest) ---
YES dollar peak: $ 1719.65 at trade #831
NO dollar peak:  $ 3330.60 at trade #835
YES share peak:  5091.71 sh at trade #831
NO share peak:   5122.17 sh at trade #835

--- Final exposure ---
YES exposure: $ 1719.65 | 5091.71 sh
NO exposure:  $ 3330.60 | 5122.17 sh
NET exposure: $ 5050.25 | 10213.88 sh

--- Trades (Sorted by Timestamp) ---
Idx | Time                | Type | Side | Price(c) |   Shares   |    Cost($)
 28 | 2025-12-12 10:30:40 | Buy  | Down |    41.00 |      16.95 | $      6.95
 29 | 2025-12-12 10:30:40 | Buy  | Up   |    59.00 |      20.00 | $     11.80
 30 | 2025-12-12 10:30:42 | Buy  | Down |    42.00 |      20.00 | $      8.40
 31 | 2025-12-12 10:30:42 | Buy  | Down |    44.00 |      20.00 | $      8.80
 32 | 2025-12-12 10:30:42 | Buy  | Down |    44.00 |      20.00 | $      8.80
 33 | 2025-12-12 10:30:42 | Buy  | Down |    44.75 |      20.00 | $      8.95
 34 | 2025-12-12 10:30:42 | Buy  | Down |    42.00 |      15.00 | $      6.30
 35 | 2025-12-12 10:30:42 | Buy  | Down |    42.00 |       5.00 | $      2.10
 36 | 2025-12-12 10:30:44 | Buy  | Up   |    44.00 |       2.36 | $      1.04
 37 | 2025-12-12 10:30:44 | Buy  | Down |    45.00 |      20.00 | $      9.00
 38 | 2025-12-12 10:30:44 | Buy  | Down |    55.00 |       4.58 | $      2.52
 39 | 2025-12-12 10:30:44 | Buy  | Down |    57.00 |      20.00 | $     11.40
 40 | 2025-12-12 10:30:44 | Buy  | Down |    49.00 |      20.00 | $      9.80
 41 | 2025-12-12 10:30:44 | Buy  | Up   |    44.00 |      20.00 | $      8.80
 42 | 2025-12-12 10:30:44 | Buy  | Up   |    44.00 |       5.00 | $      2.20
 43 | 2025-12-12 10:30:44 | Buy  | Up   |    44.00 |      15.00 | $      6.60
 44 | 2025-12-12 10:30:46 | Buy  | Down |    56.00 |      20.00 | $     11.20
 45 | 2025-12-12 10:30:46 | Buy  | Up   |    43.00 |      15.00 | $      6.45
 46 | 2025-12-12 10:30:46 | Buy  | Up   |    45.00 |      20.00 | $      9.00
 47 | 2025-12-12 10:30:46 | Buy  | Down |    56.00 |      20.00 | $     11.20
 48 | 2025-12-12 10:30:46 | Buy  | Up   |    43.00 |      10.35 | $      4.45
 49 | 2025-12-12 10:30:46 | Buy  | Up   |    44.00 |      10.00 | $      4.40
 50 | 2025-12-12 10:30:46 | Buy  | Down |    57.00 |      10.00 | $      5.70
 51 | 2025-12-12 10:30:46 | Buy  | Down |    56.00 |       5.00 | $      2.80
 52 | 2025-12-12 10:30:46 | Buy  | Down |    55.40 |      20.00 | $     11.08
 53 | 2025-12-12 10:30:46 | Buy  | Down |    56.00 |      20.00 | $     11.20
 54 | 2025-12-12 10:30:46 | Buy  | Down |    56.00 |       5.00 | $      2.80
 55 | 2025-12-12 10:30:46 | Buy  | Up   |    44.00 |       5.00 | $      2.20
 56 | 2025-12-12 10:30:46 | Buy  | Down |    57.00 |       2.37 | $      1.35
 57 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |      20.00 | $      8.60
 58 | 2025-12-12 10:30:48 | Buy  | Down |    54.00 |       8.00 | $      4.32
 59 | 2025-12-12 10:30:48 | Buy  | Up   |    45.00 |      20.00 | $      9.00
 60 | 2025-12-12 10:30:48 | Buy  | Down |    57.00 |      17.63 | $     10.05
 61 | 2025-12-12 10:30:48 | Buy  | Down |    55.00 |       5.00 | $      2.75
 62 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |      20.00 | $      8.60
 63 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |       5.00 | $      2.15
 64 | 2025-12-12 10:30:48 | Buy  | Down |    55.00 |       2.31 | $      1.27
 65 | 2025-12-12 10:30:48 | Buy  | Down |    57.00 |      20.00 | $     11.40
 66 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |      20.00 | $      8.60
 67 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |      15.00 | $      6.45
 68 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |      20.00 | $      8.60
 69 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |      20.00 | $      8.60
 70 | 2025-12-12 10:30:48 | Buy  | Up   |    43.00 |       9.64 | $      4.15
 71 | 2025-12-12 10:30:48 | Buy  | Down |    57.00 |      10.00 | $      5.70
 72 | 2025-12-12 10:30:48 | Buy  | Down |    55.00 |       5.11 | $      2.81
 73 | 2025-12-12 10:30:50 | Buy  | Up   |    41.00 |       6.00 | $      2.46
 74 | 2025-12-12 10:30:50 | Buy  | Down |    57.00 |      20.00 | $     11.40
 75 | 2025-12-12 10:30:50 | Buy  | Down |    57.00 |      20.00 | $     11.40
 76 | 2025-12-12 10:30:50 | Buy  | Down |    56.00 |       1.36 | $      0.76
 77 | 2025-12-12 10:30:50 | Buy  | Down |    57.00 |       6.00 | $      3.42
 78 | 2025-12-12 10:30:50 | Buy  | Up   |    41.00 |       5.00 | $      2.05
 79 | 2025-12-12 10:30:50 | Buy  | Down |    56.00 |      11.36 | $      6.36
 80 | 2025-12-12 10:30:50 | Buy  | Down |    57.00 |       1.21 | $      0.69
 81 | 2025-12-12 10:30:50 | Buy  | Down |    57.00 |      10.00 | $      5.70
 82 | 2025-12-12 10:30:50 | Buy  | Down |    57.00 |       6.23 | $      3.55
 83 | 2025-12-12 10:30:52 | Buy  | Up   |    41.00 |       1.00 | $      0.41
 84 | 2025-12-12 10:30:52 | Buy  | Up   |    41.00 |      14.00 | $      5.74
 85 | 2025-12-12 10:30:52 | Buy  | Down |    57.00 |       2.56 | $      1.46
 86 | 2025-12-12 10:30:52 | Buy  | Up   |    41.00 |      12.80 | $      5.25
 87 | 2025-12-12 10:30:52 | Buy  | Up   |    44.00 |      20.00 | $      8.80
 88 | 2025-12-12 10:30:52 | Buy  | Up   |    43.00 |      12.96 | $      5.57
 89 | 2025-12-12 10:30:54 | Buy  | Up   |    45.00 |      20.00 | $      9.00
 90 | 2025-12-12 10:30:54 | Buy  | Up   |    45.00 |      20.00 | $      9.00
 91 | 2025-12-12 10:30:56 | Buy  | Up   |    46.00 |       1.98 | $      0.91
 92 | 2025-12-12 10:30:58 | Buy  | Up   |    44.00 |       5.71 | $      2.51
 93 | 2025-12-12 10:30:58 | Buy  | Down |    54.00 |       9.00 | $      4.86
 94 | 2025-12-12 10:30:58 | Buy  | Up   |    44.00 |      20.00 | $      8.80
 95 | 2025-12-12 10:30:58 | Buy  | Down |    58.00 |       4.64 | $      2.69
 96 | 2025-12-12 10:31:00 | Buy  | Down |    59.00 |      15.00 | $      8.85
 97 | 2025-12-12 10:31:00 | Buy  | Down |    59.00 |       5.00 | $      2.95
 98 | 2025-12-12 10:31:02 | Buy  | Down |    57.00 |       6.00 | $      3.42
 99 | 2025-12-12 10:31:02 | Buy  | Down |    57.00 |      15.00 | $      8.55
100 | 2025-12-12 10:31:02 | Buy  | Down |    57.00 |       5.00 | $      2.85
101 | 2025-12-12 10:31:04 | Buy  | Up   |    42.00 |      20.00 | $      8.40
102 | 2025-12-12 10:31:04 | Buy  | Down |    57.00 |      15.00 | $      8.55
103 | 2025-12-12 10:31:04 | Buy  | Down |    57.00 |      20.00 | $     11.40
104 | 2025-12-12 10:31:04 | Buy  | Up   |    42.00 |       2.59 | $      1.09
105 | 2025-12-12 10:31:04 | Buy  | Up   |    42.00 |      20.00 | $      8.40
106 | 2025-12-12 10:31:04 | Buy  | Down |    57.00 |      20.00 | $     11.40
107 | 2025-12-12 10:31:04 | Buy  | Up   |    42.00 |      20.00 | $      8.40
108 | 2025-12-12 10:31:04 | Buy  | Down |    57.00 |      20.00 | $     11.40
109 | 2025-12-12 10:31:04 | Buy  | Down |    57.00 |      20.00 | $     11.40
110 | 2025-12-12 10:31:06 | Buy  | Down |    61.00 |      20.00 | $     12.20
111 | 2025-12-12 10:31:06 | Buy  | Down |    59.00 |       3.00 | $      1.77
112 | 2025-12-12 10:31:08 | Buy  | Down |    60.00 |      20.00 | $     12.00
113 | 2025-12-12 10:31:08 | Buy  | Up   |    36.00 |      13.00 | $      4.68
114 | 2025-12-12 10:31:08 | Buy  | Up   |    36.00 |       2.06 | $      0.74
115 | 2025-12-12 10:31:10 | Buy  | Up   |    36.00 |       3.28 | $      1.18
116 | 2025-12-12 10:31:10 | Buy  | Up   |    36.00 |       1.65 | $      0.59
117 | 2025-12-12 10:31:12 | Buy  | Down |    62.00 |       5.00 | $      3.10
118 | 2025-12-12 10:31:14 | Buy  | Up   |    34.00 |       4.29 | $      1.46
119 | 2025-12-12 10:31:14 | Buy  | Up   |    34.00 |       5.00 | $      1.70
120 | 2025-12-12 10:31:14 | Buy  | Down |    65.00 |      20.00 | $     13.00
121 | 2025-12-12 10:31:16 | Buy  | Up   |    34.00 |       3.00 | $      1.02
122 | 2025-12-12 10:31:16 | Buy  | Up   |    34.00 |      10.00 | $      3.40
123 | 2025-12-12 10:31:16 | Buy  | Up   |    34.00 |      10.00 | $      3.40
124 | 2025-12-12 10:31:16 | Buy  | Up   |    34.00 |       3.00 | $      1.02
125 | 2025-12-12 10:31:16 | Buy  | Up   |    34.00 |      12.00 | $      4.08
126 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |      10.00 | $      3.30
127 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |       0.84 | $      0.28
128 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |      15.00 | $      4.95
129 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |      15.81 | $      5.22
130 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |       3.84 | $      1.27
131 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |       5.00 | $      1.65
132 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |       5.00 | $      1.65
133 | 2025-12-12 10:31:18 | Buy  | Up   |    33.00 |       4.19 | $      1.38
134 | 2025-12-12 10:31:20 | Buy  | Down |    66.00 |      20.00 | $     13.20
135 | 2025-12-12 10:31:20 | Buy  | Down |    66.00 |       4.68 | $      3.09
136 | 2025-12-12 10:31:22 | Buy  | Down |    67.00 |      20.00 | $     13.40
137 | 2025-12-12 10:31:22 | Buy  | Down |    67.00 |      20.00 | $     13.40
138 | 2025-12-12 10:31:24 | Buy  | Up   |    35.00 |      20.00 | $      7.00
139 | 2025-12-12 10:31:24 | Buy  | Up   |    35.00 |      20.00 | $      7.00
140 | 2025-12-12 10:31:24 | Buy  | Up   |    35.00 |      20.00 | $      7.00
141 | 2025-12-12 10:31:24 | Buy  | Up   |    34.00 |      20.00 | $      6.80
142 | 2025-12-12 10:31:24 | Buy  | Up   |    35.00 |      20.00 | $      7.00
143 | 2025-12-12 10:31:24 | Buy  | Up   |    35.00 |       9.42 | $      3.30
144 | 2025-12-12 10:31:24 | Buy  | Up   |    35.00 |      20.00 | $      7.00
145 | 2025-12-12 10:31:24 | Buy  | Up   |    34.00 |      20.00 | $      6.80
146 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |      20.00 | $     12.00
147 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |      20.00 | $     12.00
148 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |      20.00 | $     12.00
149 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |       4.08 | $      2.45
150 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |      20.00 | $     12.00
151 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |      20.00 | $     12.00
152 | 2025-12-12 10:31:26 | Buy  | Down |    60.00 |      20.00 | $     12.00
153 | 2025-12-12 10:31:28 | Buy  | Up   |    37.00 |       1.75 | $      0.65
154 | 2025-12-12 10:31:28 | Buy  | Down |    60.00 |      15.92 | $      9.55
155 | 2025-12-12 10:31:28 | Buy  | Up   |    37.00 |       2.00 | $      0.74
156 | 2025-12-12 10:31:30 | Buy  | Up   |    43.00 |      20.00 | $      8.60
157 | 2025-12-12 10:31:30 | Buy  | Up   |    43.00 |      20.00 | $      8.60
158 | 2025-12-12 10:31:30 | Buy  | Up   |    43.00 |      12.00 | $      5.16
159 | 2025-12-12 10:31:30 | Buy  | Up   |    39.00 |       2.90 | $      1.13
160 | 2025-12-12 10:31:30 | Buy  | Up   |    43.00 |      20.00 | $      8.60
161 | 2025-12-12 10:31:30 | Buy  | Up   |    40.00 |      20.00 | $      8.00
162 | 2025-12-12 10:31:32 | Buy  | Down |    56.00 |      15.00 | $      8.40
163 | 2025-12-12 10:31:32 | Buy  | Up   |    43.00 |      12.44 | $      5.35
164 | 2025-12-12 10:31:32 | Buy  | Up   |    43.00 |       7.56 | $      3.25
165 | 2025-12-12 10:31:32 | Buy  | Up   |    43.00 |      20.00 | $      8.60
166 | 2025-12-12 10:31:32 | Buy  | Up   |    43.00 |       8.00 | $      3.44
167 | 2025-12-12 10:31:34 | Buy  | Down |    60.00 |       2.75 | $      1.65
168 | 2025-12-12 10:31:34 | Buy  | Down |    60.00 |       5.67 | $      3.40
169 | 2025-12-12 10:31:34 | Buy  | Down |    57.00 |      20.00 | $     11.40
170 | 2025-12-12 10:31:34 | Buy  | Down |    57.00 |      20.00 | $     11.40
171 | 2025-12-12 10:31:34 | Buy  | Down |    57.00 |      20.00 | $     11.40
172 | 2025-12-12 10:31:34 | Buy  | Down |    60.00 |       2.75 | $      1.65
173 | 2025-12-12 10:31:34 | Buy  | Down |    60.00 |       4.55 | $      2.73
174 | 2025-12-12 10:31:34 | Buy  | Down |    60.00 |       5.50 | $      3.30
175 | 2025-12-12 10:31:34 | Buy  | Down |    60.00 |       2.75 | $      1.65
176 | 2025-12-12 10:31:34 | Buy  | Down |    57.00 |      20.00 | $     11.40
177 | 2025-12-12 10:31:36 | Buy  | Down |    60.00 |       4.09 | $      2.45
178 | 2025-12-12 10:31:38 | Buy  | Down |    64.00 |       6.00 | $      3.84
179 | 2025-12-12 10:31:38 | Buy  | Down |    66.00 |      10.00 | $      6.60
180 | 2025-12-12 10:31:38 | Buy  | Down |    65.00 |       2.86 | $      1.86
181 | 2025-12-12 10:31:38 | Buy  | Down |    66.00 |       5.00 | $      3.30
182 | 2025-12-12 10:31:42 | Buy  | Down |    65.00 |       5.00 | $      3.25
183 | 2025-12-12 10:31:42 | Buy  | Down |    65.00 |      20.00 | $     13.00
184 | 2025-12-12 10:31:42 | Buy  | Down |    65.00 |      15.00 | $      9.75
185 | 2025-12-12 10:31:42 | Buy  | Down |    65.00 |       5.00 | $      3.25
186 | 2025-12-12 10:31:42 | Buy  | Down |    65.00 |      15.00 | $      9.75
187 | 2025-12-12 10:31:44 | Buy  | Up   |    32.00 |      20.00 | $      6.40
188 | 2025-12-12 10:31:44 | Buy  | Up   |    34.00 |       1.97 | $      0.67
189 | 2025-12-12 10:31:44 | Buy  | Up   |    32.00 |      13.09 | $      4.19
190 | 2025-12-12 10:31:44 | Buy  | Up   |    32.00 |      20.00 | $      6.40
191 | 2025-12-12 10:31:48 | Buy  | Up   |    36.00 |      20.00 | $      7.20
192 | 2025-12-12 10:31:48 | Buy  | Up   |    37.00 |      13.35 | $      4.94
193 | 2025-12-12 10:31:48 | Buy  | Up   |    37.00 |      20.00 | $      7.40
194 | 2025-12-12 10:31:48 | Buy  | Up   |    37.00 |      20.00 | $      7.40
195 | 2025-12-12 10:31:48 | Buy  | Up   |    37.00 |      15.00 | $      5.55
196 | 2025-12-12 10:31:48 | Buy  | Up   |    37.00 |       5.00 | $      1.85
197 | 2025-12-12 10:31:50 | Buy  | Up   |    38.00 |       3.23 | $      1.23
198 | 2025-12-12 10:31:52 | Buy  | Up   |    41.00 |      13.00 | $      5.33
199 | 2025-12-12 10:31:52 | Buy  | Up   |    42.00 |       8.66 | $      3.64
200 | 2025-12-12 10:31:52 | Buy  | Up   |    40.00 |      20.00 | $      8.00
201 | 2025-12-12 10:31:52 | Buy  | Up   |    40.00 |      16.55 | $      6.62
202 | 2025-12-12 10:31:52 | Buy  | Up   |    40.00 |       3.45 | $      1.38
203 | 2025-12-12 10:31:52 | Buy  | Up   |    40.00 |      20.00 | $      8.00
204 | 2025-12-12 10:31:52 | Buy  | Down |    57.00 |       8.00 | $      4.56
205 | 2025-12-12 10:31:52 | Buy  | Down |    58.00 |      11.00 | $      6.38
206 | 2025-12-12 10:31:56 | Buy  | Up   |    41.00 |      20.00 | $      8.20
207 | 2025-12-12 10:31:58 | Buy  | Up   |    43.00 |       2.63 | $      1.13
208 | 2025-12-12 10:31:58 | Buy  | Up   |    43.00 |       1.93 | $      0.83
209 | 2025-12-12 10:31:58 | Buy  | Up   |    44.00 |       2.68 | $      1.18
210 | 2025-12-12 10:31:58 | Buy  | Up   |    45.00 |      20.00 | $      9.00
211 | 2025-12-12 10:32:02 | Buy  | Down |    54.00 |      16.00 | $      8.64
212 | 2025-12-12 10:32:02 | Buy  | Down |    54.00 |       4.00 | $      2.16
213 | 2025-12-12 10:32:02 | Buy  | Down |    54.00 |       4.00 | $      2.16
214 | 2025-12-12 10:32:02 | Buy  | Down |    54.00 |      16.00 | $      8.64
215 | 2025-12-12 10:32:02 | Buy  | Down |    54.00 |      20.00 | $     10.80
216 | 2025-12-12 10:32:04 | Buy  | Up   |    47.00 |      20.00 | $      9.40
217 | 2025-12-12 10:32:04 | Buy  | Down |    52.00 |      20.00 | $     10.40
218 | 2025-12-12 10:32:04 | Buy  | Down |    52.00 |      20.00 | $     10.40
219 | 2025-12-12 10:32:04 | Buy  | Down |    52.00 |      20.00 | $     10.40
220 | 2025-12-12 10:32:04 | Buy  | Up   |    48.00 |      20.00 | $      9.60
221 | 2025-12-12 10:32:04 | Buy  | Down |    52.00 |      20.00 | $     10.40
222 | 2025-12-12 10:32:06 | Buy  | Down |    56.00 |      20.00 | $     11.20
223 | 2025-12-12 10:32:06 | Buy  | Down |    56.00 |      20.00 | $     11.20
224 | 2025-12-12 10:32:06 | Buy  | Down |    56.00 |      20.00 | $     11.20
225 | 2025-12-12 10:32:08 | Buy  | Down |    43.00 |      20.00 | $      8.60
226 | 2025-12-12 10:32:08 | Buy  | Up   |    53.00 |       5.00 | $      2.65
227 | 2025-12-12 10:32:08 | Buy  | Up   |    51.00 |       3.06 | $      1.56
228 | 2025-12-12 10:32:08 | Buy  | Up   |    55.00 |      20.00 | $     11.00
229 | 2025-12-12 10:32:08 | Buy  | Up   |    55.00 |      20.00 | $     11.00
230 | 2025-12-12 10:32:08 | Buy  | Up   |    55.00 |      20.00 | $     11.00
231 | 2025-12-12 10:32:08 | Buy  | Up   |    55.00 |      20.00 | $     11.00
232 | 2025-12-12 10:32:08 | Buy  | Up   |    54.00 |      20.00 | $     10.80
233 | 2025-12-12 10:32:08 | Buy  | Down |    43.00 |      20.00 | $      8.60
234 | 2025-12-12 10:32:08 | Buy  | Down |    43.00 |       2.00 | $      0.86
235 | 2025-12-12 10:32:08 | Buy  | Up   |    55.00 |      20.00 | $     11.00
236 | 2025-12-12 10:32:10 | Buy  | Up   |    51.00 |      20.00 | $     10.20
237 | 2025-12-12 10:32:10 | Buy  | Down |    46.00 |       0.92 | $      0.42
238 | 2025-12-12 10:32:12 | Buy  | Down |    47.00 |      20.00 | $      9.40
239 | 2025-12-12 10:32:12 | Buy  | Up   |    50.00 |      20.00 | $     10.00
240 | 2025-12-12 10:32:12 | Buy  | Down |    49.00 |       1.37 | $      0.67
241 | 2025-12-12 10:32:12 | Buy  | Up   |    50.00 |      10.00 | $      5.00
242 | 2025-12-12 10:32:12 | Buy  | Down |    48.00 |       6.71 | $      3.22
243 | 2025-12-12 10:32:12 | Buy  | Down |    49.00 |       4.43 | $      2.17
244 | 2025-12-12 10:32:12 | Buy  | Down |    48.00 |      20.00 | $      9.60
245 | 2025-12-12 10:32:12 | Buy  | Down |    48.00 |      20.00 | $      9.60
246 | 2025-12-12 10:32:14 | Buy  | Down |    56.00 |       5.00 | $      2.80
247 | 2025-12-12 10:32:14 | Buy  | Down |    54.00 |       4.33 | $      2.34
248 | 2025-12-12 10:32:14 | Buy  | Down |    53.00 |       8.53 | $      4.52
249 | 2025-12-12 10:32:16 | Buy  | Down |    59.00 |      18.00 | $     10.62
250 | 2025-12-12 10:32:16 | Buy  | Down |    58.00 |      20.00 | $     11.60
251 | 2025-12-12 10:32:18 | Buy  | Up   |    42.00 |       6.00 | $      2.52
252 | 2025-12-12 10:32:20 | Buy  | Up   |    46.00 |       5.00 | $      2.30
253 | 2025-12-12 10:32:20 | Buy  | Up   |    49.00 |      20.00 | $      9.80
254 | 2025-12-12 10:32:22 | Buy  | Up   |    46.00 |      20.00 | $      9.20
255 | 2025-12-12 10:32:22 | Buy  | Up   |    46.00 |       6.67 | $      3.07
256 | 2025-12-12 10:32:22 | Buy  | Up   |    46.00 |       8.32 | $      3.83
257 | 2025-12-12 10:32:24 | Buy  | Up   |    50.00 |       7.14 | $      3.57
258 | 2025-12-12 10:32:24 | Buy  | Up   |    51.00 |      20.00 | $     10.20
259 | 2025-12-12 10:32:24 | Buy  | Up   |    50.00 |      12.86 | $      6.43
260 | 2025-12-12 10:32:24 | Buy  | Up   |    50.00 |      20.00 | $     10.00
261 | 2025-12-12 10:32:24 | Buy  | Up   |    50.00 |       7.46 | $      3.73
262 | 2025-12-12 10:32:26 | Buy  | Down |    51.00 |       5.00 | $      2.55
263 | 2025-12-12 10:32:26 | Buy  | Down |    51.00 |      10.39 | $      5.30
264 | 2025-12-12 10:32:26 | Buy  | Down |    51.00 |      10.00 | $      5.10
265 | 2025-12-12 10:32:26 | Buy  | Down |    53.00 |      20.00 | $     10.60
266 | 2025-12-12 10:32:26 | Buy  | Down |    51.00 |       2.24 | $      1.14
267 | 2025-12-12 10:32:26 | Buy  | Down |    51.00 |       2.24 | $      1.14
268 | 2025-12-12 10:32:28 | Buy  | Down |    55.00 |      10.00 | $      5.50
269 | 2025-12-12 10:32:28 | Buy  | Down |    55.00 |       5.00 | $      2.75
270 | 2025-12-12 10:32:28 | Buy  | Down |    55.00 |       4.49 | $      2.47
271 | 2025-12-12 10:32:28 | Buy  | Down |    53.00 |       5.00 | $      2.65
272 | 2025-12-12 10:32:28 | Buy  | Down |    51.00 |       5.00 | $      2.55
273 | 2025-12-12 10:32:30 | Buy  | Down |    54.00 |      20.00 | $     10.80
274 | 2025-12-12 10:32:30 | Buy  | Down |    55.00 |      20.00 | $     11.00
275 | 2025-12-12 10:32:30 | Buy  | Down |    55.00 |      20.00 | $     11.00
276 | 2025-12-12 10:32:30 | Buy  | Down |    54.00 |      20.00 | $     10.80
277 | 2025-12-12 10:32:32 | Buy  | Down |    58.00 |      20.00 | $     11.60
278 | 2025-12-12 10:32:32 | Buy  | Down |    59.00 |       5.37 | $      3.17
279 | 2025-12-12 10:32:32 | Buy  | Down |    58.00 |      10.00 | $      5.80
280 | 2025-12-12 10:32:32 | Buy  | Down |    59.00 |       5.00 | $      2.95
281 | 2025-12-12 10:32:32 | Buy  | Down |    59.00 |       3.48 | $      2.05
282 | 2025-12-12 10:32:32 | Buy  | Down |    57.00 |      20.00 | $     11.40
283 | 2025-12-12 10:32:34 | Buy  | Up   |    43.00 |      15.00 | $      6.45
284 | 2025-12-12 10:32:34 | Buy  | Up   |    44.00 |      20.00 | $      8.80
