MARKET: Bitcoin Up or Down - December 12, 9:15AM-9:30AM ET
RESOLUTION: NO
TRADES: 955
TIME RANGE: 2025-12-12 09:15:30 to 2025-12-12 09:29:14
PRICE RANGE: 1.00 - 95.00

--- Position at resolution ---
Remaining YES shares: 5393.64
Remaining NO shares:  5374.96
Final value: $ 5374.96
Total spent (net exposure): $ 5250.82
FINAL PNL: $ 124.14

--- Buy/Sell totals ---
YES buys:  5393.64 sh / $ 2605.44
YES sells: 0.00 sh / $ 0.00
NO buys:   5374.96 sh / $ 2645.37
NO sells:  0.00 sh / $ 0.00

--- Cumulative buys ---
YES cumulative: 5393.64 sh / $ 2605.44
NO cumulative:  5374.96 sh / $ 2645.37

--- Exposure peaks (trade index: earliest → latest) ---
YES dollar peak: $ 2605.44 at trade #953
NO dollar peak:  $ 2645.37 at trade #955
YES share peak:  5393.64 sh at trade #953
NO share peak:   5374.96 sh at trade #955

--- Final exposure ---
YES exposure: $ 2605.44 | 5393.64 sh
NO exposure:  $ 2645.37 | 5374.96 sh
NET exposure: $ 5250.82 | 10768.60 sh

--- Trades (Sorted by Timestamp) ---
Idx | Time                | Type | Side | Price(c) |   Shares   |    Cost($)
243 | 2025-12-12 09:18:38 | Buy  | Down |    39.00 |       0.18 | $      0.07
244 | 2025-12-12 09:18:40 | Buy  | Down |    39.00 |       0.25 | $      0.10
245 | 2025-12-12 09:18:40 | Buy  | Down |    40.00 |      15.00 | $      6.00
246 | 2025-12-12 09:18:40 | Buy  | Down |    40.00 |       5.93 | $      2.37
247 | 2025-12-12 09:18:40 | Buy  | Down |    40.00 |       6.00 | $      2.40
248 | 2025-12-12 09:18:42 | Buy  | Up   |    53.00 |      20.00 | $     10.60
249 | 2025-12-12 09:18:44 | Buy  | Up   |    50.00 |      20.00 | $     10.00
250 | 2025-12-12 09:18:44 | Buy  | Up   |    50.00 |      20.00 | $     10.00
251 | 2025-12-12 09:18:44 | Buy  | Up   |    50.00 |      20.00 | $     10.00
252 | 2025-12-12 09:18:44 | Buy  | Up   |    50.00 |      20.00 | $     10.00
253 | 2025-12-12 09:18:44 | Buy  | Up   |    50.00 |      20.00 | $     10.00
254 | 2025-12-12 09:18:46 | Buy  | Down |    48.00 |      20.00 | $      9.60
255 | 2025-12-12 09:18:46 | Buy  | Down |    47.00 |       0.60 | $      0.28
256 | 2025-12-12 09:18:46 | Buy  | Down |    48.00 |      20.00 | $      9.60
257 | 2025-12-12 09:18:46 | Buy  | Down |    48.00 |      20.00 | $      9.60
258 | 2025-12-12 09:18:46 | Buy  | Up   |    50.00 |      20.00 | $     10.00
259 | 2025-12-12 09:18:46 | Buy  | Down |    48.00 |      20.00 | $      9.60
260 | 2025-12-12 09:18:48 | Buy  | Up   |    51.00 |       5.10 | $      2.60
261 | 2025-12-12 09:18:50 | Buy  | Up   |    51.00 |      20.00 | $     10.20
262 | 2025-12-12 09:18:50 | Buy  | Up   |    51.00 |      14.89 | $      7.59
263 | 2025-12-12 09:18:50 | Buy  | Down |    48.00 |       8.98 | $      4.31
264 | 2025-12-12 09:18:52 | Buy  | Down |    47.00 |       2.72 | $      1.28
265 | 2025-12-12 09:18:52 | Buy  | Down |    47.00 |       1.00 | $      0.47
266 | 2025-12-12 09:18:52 | Buy  | Down |    47.00 |       1.11 | $      0.52
267 | 2025-12-12 09:18:54 | Buy  | Down |    47.00 |      15.16 | $      7.13
268 | 2025-12-12 09:18:54 | Buy  | Down |    47.00 |      19.84 | $      9.32
269 | 2025-12-12 09:18:56 | Buy  | Down |    47.00 |       0.16 | $      0.08
270 | 2025-12-12 09:18:56 | Buy  | Down |    47.00 |       5.95 | $      2.80
271 | 2025-12-12 09:18:56 | Buy  | Up   |    51.00 |      15.00 | $      7.65
272 | 2025-12-12 09:18:56 | Buy  | Up   |    51.00 |       5.00 | $      2.55
273 | 2025-12-12 09:18:58 | Buy  | Down |    48.00 |       6.48 | $      3.11
274 | 2025-12-12 09:19:00 | Buy  | Down |    48.00 |       6.35 | $      3.05
275 | 2025-12-12 09:19:06 | Buy  | Up   |    51.00 |      13.51 | $      6.89
276 | 2025-12-12 09:19:06 | Buy  | Up   |    51.00 |       6.49 | $      3.31
277 | 2025-12-12 09:19:14 | Buy  | Up   |    52.00 |      20.00 | $     10.40
278 | 2025-12-12 09:19:14 | Buy  | Up   |    51.00 |      20.00 | $     10.20
279 | 2025-12-12 09:19:14 | Buy  | Up   |    53.00 |      20.00 | $     10.60
280 | 2025-12-12 09:19:16 | Buy  | Down |    44.00 |      20.00 | $      8.80
281 | 2025-12-12 09:19:16 | Buy  | Down |    44.00 |      20.00 | $      8.80
282 | 2025-12-12 09:19:16 | Buy  | Down |    44.00 |      20.00 | $      8.80
283 | 2025-12-12 09:19:16 | Buy  | Down |    44.00 |      20.00 | $      8.80
284 | 2025-12-12 09:19:24 | Buy  | Down |    38.00 |      13.63 | $      5.18
285 | 2025-12-12 09:19:24 | Buy  | Down |    38.00 |       5.16 | $      1.96
286 | 2025-12-12 09:19:26 | Buy  | Down |    38.00 |      20.00 | $      7.60
287 | 2025-12-12 09:19:26 | Buy  | Down |    38.00 |      20.00 | $      7.60
288 | 2025-12-12 09:19:26 | Buy  | Up   |    65.00 |      20.00 | $     13.00
289 | 2025-12-12 09:19:26 | Buy  | Down |    38.00 |      20.00 | $      7.60
290 | 2025-12-12 09:19:26 | Buy  | Down |    38.00 |      20.00 | $      7.60
291 | 2025-12-12 09:19:28 | Buy  | Up   |    62.00 |       3.07 | $      1.91
292 | 2025-12-12 09:19:28 | Buy  | Up   |    64.00 |      20.00 | $     12.80
293 | 2025-12-12 09:19:28 | Buy  | Up   |    62.00 |      20.00 | $     12.40
294 | 2025-12-12 09:19:28 | Buy  | Up   |    62.00 |      20.00 | $     12.40
295 | 2025-12-12 09:19:28 | Buy  | Up   |    62.00 |      20.00 | $     12.40
296 | 2025-12-12 09:19:28 | Buy  | Up   |    64.41 |      20.00 | $     12.88
297 | 2025-12-12 09:19:30 | Buy  | Down |    34.00 |      15.26 | $      5.19
298 | 2025-12-12 09:19:36 | Buy  | Up   |    68.00 |      20.00 | $     13.60
299 | 2025-12-12 09:19:36 | Buy  | Down |    29.00 |      20.00 | $      5.80
300 | 2025-12-12 09:19:36 | Buy  | Down |    29.00 |      20.00 | $      5.80
301 | 2025-12-12 09:19:36 | Buy  | Up   |    68.00 |      20.00 | $     13.60
302 | 2025-12-12 09:19:36 | Buy  | Up   |    68.00 |       7.30 | $      4.96
303 | 2025-12-12 09:19:38 | Buy  | Down |    29.00 |      17.14 | $      4.97
304 | 2025-12-12 09:19:38 | Buy  | Down |    29.00 |      13.43 | $      3.89
305 | 2025-12-12 09:19:38 | Buy  | Down |    29.00 |       1.42 | $      0.41
306 | 2025-12-12 09:19:38 | Buy  | Down |    29.00 |       1.42 | $      0.41
307 | 2025-12-12 09:19:38 | Buy  | Down |    29.00 |       6.57 | $      1.91
308 | 2025-12-12 09:19:38 | Buy  | Down |    29.00 |      20.00 | $      5.80
309 | 2025-12-12 09:19:42 | Buy  | Up   |    70.00 |       3.58 | $      2.51
310 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |       3.67 | $      2.57
311 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |       3.67 | $      2.57
312 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |       1.73 | $      1.21
313 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |       1.94 | $      1.36
314 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |       3.67 | $      2.57
315 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |       3.67 | $      2.57
316 | 2025-12-12 09:19:44 | Buy  | Up   |    70.00 |      10.41 | $      7.29
317 | 2025-12-12 09:19:46 | Buy  | Up   |    70.00 |       3.67 | $      2.57
318 | 2025-12-12 09:19:46 | Buy  | Up   |    70.00 |       0.31 | $      0.22
319 | 2025-12-12 09:19:46 | Buy  | Up   |    69.00 |       0.32 | $      0.22
320 | 2025-12-12 09:19:46 | Buy  | Up   |    70.00 |       3.67 | $      2.57
321 | 2025-12-12 09:19:48 | Buy  | Up   |    69.00 |      20.00 | $     13.80
322 | 2025-12-12 09:19:48 | Buy  | Down |    29.00 |      10.70 | $      3.10
323 | 2025-12-12 09:19:48 | Buy  | Up   |    69.00 |      20.00 | $     13.80
324 | 2025-12-12 09:19:48 | Buy  | Up   |    69.00 |      19.67 | $     13.57
325 | 2025-12-12 09:19:50 | Buy  | Down |    30.00 |       1.43 | $      0.43
326 | 2025-12-12 09:19:50 | Buy  | Down |    30.00 |      18.51 | $      5.55
327 | 2025-12-12 09:19:52 | Buy  | Down |    30.00 |      20.00 | $      6.00
328 | 2025-12-12 09:19:52 | Buy  | Down |    30.00 |      20.00 | $      6.00
329 | 2025-12-12 09:19:52 | Buy  | Down |    29.00 |       9.29 | $      2.69
330 | 2025-12-12 09:19:52 | Buy  | Down |    30.00 |       0.06 | $      0.02
331 | 2025-12-12 09:19:52 | Buy  | Down |    29.00 |      20.00 | $      5.80
332 | 2025-12-12 09:19:52 | Buy  | Down |    29.00 |      20.00 | $      5.80
333 | 2025-12-12 09:19:52 | Buy  | Up   |    69.00 |       4.68 | $      3.23
334 | 2025-12-12 09:19:52 | Buy  | Down |    29.00 |      20.00 | $      5.80
335 | 2025-12-12 09:19:54 | Buy  | Up   |    69.00 |       3.55 | $      2.45
336 | 2025-12-12 09:19:54 | Buy  | Up   |    69.00 |      10.65 | $      7.35
337 | 2025-12-12 09:19:54 | Buy  | Up   |    69.00 |       9.35 | $      6.45
338 | 2025-12-12 09:19:56 | Buy  | Down |    29.00 |       5.35 | $      1.55
339 | 2025-12-12 09:19:58 | Buy  | Up   |    69.00 |       5.81 | $      4.01
340 | 2025-12-12 09:20:00 | Buy  | Up   |    70.00 |       3.67 | $      2.57
341 | 2025-12-12 09:20:00 | Buy  | Up   |    70.00 |       3.67 | $      2.57
342 | 2025-12-12 09:20:00 | Buy  | Up   |    70.00 |       3.67 | $      2.57
343 | 2025-12-12 09:20:02 | Buy  | Up   |    70.00 |       3.02 | $      2.11
344 | 2025-12-12 09:20:02 | Buy  | Up   |    70.00 |      10.00 | $      7.00
345 | 2025-12-12 09:20:02 | Buy  | Up   |    70.00 |       6.98 | $      4.89
346 | 2025-12-12 09:20:02 | Buy  | Up   |    70.00 |       8.71 | $      6.10
347 | 2025-12-12 09:20:04 | Buy  | Down |    29.00 |      10.85 | $      3.15
348 | 2025-12-12 09:20:08 | Buy  | Up   |    69.00 |       3.55 | $      2.45
349 | 2025-12-12 09:20:08 | Buy  | Up   |    69.00 |      20.00 | $     13.80
350 | 2025-12-12 09:20:08 | Buy  | Up   |    69.00 |       3.55 | $      2.45
351 | 2025-12-12 09:20:08 | Buy  | Up   |    69.00 |      20.00 | $     13.80
352 | 2025-12-12 09:20:08 | Buy  | Up   |    69.00 |      20.00 | $     13.80
353 | 2025-12-12 09:20:08 | Buy  | Up   |    70.00 |      20.00 | $     14.00
354 | 2025-12-12 09:20:12 | Buy  | Down |    30.00 |      10.86 | $      3.26
355 | 2025-12-12 09:20:12 | Buy  | Down |    29.00 |       7.00 | $      2.03
356 | 2025-12-12 09:20:12 | Buy  | Up   |    69.00 |       5.00 | $      3.45
357 | 2025-12-12 09:20:12 | Buy  | Up   |    69.00 |       4.55 | $      3.14
358 | 2025-12-12 09:20:12 | Buy  | Down |    29.00 |      20.00 | $      5.80
359 | 2025-12-12 09:20:14 | Buy  | Up   |    69.00 |       6.57 | $      4.53
360 | 2025-12-12 09:20:14 | Buy  | Up   |    69.00 |       3.87 | $      2.67
361 | 2025-12-12 09:20:14 | Buy  | Down |    29.00 |       3.71 | $      1.08
362 | 2025-12-12 09:20:14 | Buy  | Up   |    69.00 |      17.33 | $     11.96
363 | 2025-12-12 09:20:14 | Buy  | Down |    29.00 |       5.28 | $      1.53
364 | 2025-12-12 09:20:14 | Buy  | Down |    29.00 |       7.71 | $      2.24
365 | 2025-12-12 09:20:16 | Buy  | Down |    29.00 |       1.16 | $      0.34
366 | 2025-12-12 09:20:16 | Buy  | Down |    29.00 |       8.13 | $      2.36
367 | 2025-12-12 09:20:16 | Buy  | Down |    29.00 |      10.70 | $      3.10
368 | 2025-12-12 09:20:16 | Buy  | Down |    29.00 |       0.39 | $      0.11
369 | 2025-12-12 09:20:22 | Buy  | Up   |    69.00 |      10.00 | $      6.90
370 | 2025-12-12 09:20:22 | Buy  | Up   |    68.00 |       3.12 | $      2.12
371 | 2025-12-12 09:20:22 | Buy  | Up   |    69.00 |      10.00 | $      6.90
372 | 2025-12-12 09:20:24 | Buy  | Down |    30.00 |       5.00 | $      1.50
373 | 2025-12-12 09:20:26 | Buy  | Down |    30.00 |       5.21 | $      1.56
374 | 2025-12-12 09:20:26 | Buy  | Down |    29.00 |       1.41 | $      0.41
375 | 2025-12-12 09:20:28 | Buy  | Down |    29.00 |       1.41 | $      0.41
376 | 2025-12-12 09:20:30 | Buy  | Down |    29.00 |       1.34 | $      0.39
377 | 2025-12-12 09:20:30 | Buy  | Down |    29.00 |      10.55 | $      3.06
378 | 2025-12-12 09:20:30 | Buy  | Down |    29.00 |       0.07 | $      0.02
379 | 2025-12-12 09:20:30 | Buy  | Up   |    69.00 |      10.97 | $      7.57
380 | 2025-12-12 09:20:30 | Buy  | Down |    29.00 |       5.28 | $      1.53
381 | 2025-12-12 09:20:34 | Buy  | Up   |    73.00 |      20.00 | $     14.60
382 | 2025-12-12 09:20:34 | Buy  | Up   |    72.00 |      20.00 | $     14.40
383 | 2025-12-12 09:20:36 | Buy  | Up   |    72.00 |      20.00 | $     14.40
384 | 2025-12-12 09:20:36 | Buy  | Down |    26.00 |       6.77 | $      1.76
385 | 2025-12-12 09:20:36 | Buy  | Up   |    71.00 |      20.00 | $     14.20
386 | 2025-12-12 09:20:38 | Buy  | Down |    26.00 |       3.87 | $      1.01
387 | 2025-12-12 09:20:38 | Buy  | Down |    25.00 |       5.16 | $      1.29
388 | 2025-12-12 09:20:38 | Buy  | Down |    26.00 |       6.00 | $      1.56
389 | 2025-12-12 09:20:38 | Buy  | Down |    26.00 |      20.00 | $      5.20
390 | 2025-12-12 09:20:38 | Buy  | Down |    25.00 |      20.00 | $      5.00
391 | 2025-12-12 09:20:38 | Buy  | Down |    25.00 |      20.00 | $      5.00
392 | 2025-12-12 09:20:40 | Buy  | Down |    25.00 |      20.00 | $      5.00
393 | 2025-12-12 09:20:46 | Buy  | Down |    23.00 |      20.00 | $      4.60
394 | 2025-12-12 09:20:48 | Buy  | Down |    19.00 |       6.00 | $      1.14
395 | 2025-12-12 09:20:48 | Buy  | Down |    23.00 |       6.00 | $      1.38
396 | 2025-12-12 09:20:48 | Buy  | Up   |    75.00 |      20.00 | $     15.00
397 | 2025-12-12 09:20:50 | Buy  | Down |    20.00 |       6.17 | $      1.23
398 | 2025-12-12 09:20:50 | Buy  | Down |    20.00 |       1.41 | $      0.28
399 | 2025-12-12 09:20:50 | Buy  | Down |    20.00 |       5.31 | $      1.06
400 | 2025-12-12 09:20:50 | Buy  | Down |    19.00 |      19.75 | $      3.75
401 | 2025-12-12 09:20:50 | Buy  | Down |    21.00 |      20.00 | $      4.20
402 | 2025-12-12 09:20:52 | Buy  | Down |    22.00 |      20.00 | $      4.40
403 | 2025-12-12 09:20:52 | Buy  | Down |    22.00 |       5.32 | $      1.17
404 | 2025-12-12 09:20:54 | Buy  | Down |    22.00 |       7.00 | $      1.54
405 | 2025-12-12 09:20:54 | Buy  | Down |    22.00 |       6.00 | $      1.32
406 | 2025-12-12 09:20:56 | Buy  | Down |    22.00 |       1.67 | $      0.37
407 | 2025-12-12 09:20:58 | Buy  | Up   |    77.00 |      20.00 | $     15.40
408 | 2025-12-12 09:20:58 | Buy  | Up   |    76.00 |      20.00 | $     15.20
409 | 2025-12-12 09:20:58 | Buy  | Up   |    77.00 |       1.74 | $      1.34
410 | 2025-12-12 09:20:58 | Buy  | Up   |    77.00 |       4.35 | $      3.35
411 | 2025-12-12 09:20:58 | Buy  | Up   |    77.00 |       3.00 | $      2.31
412 | 2025-12-12 09:20:58 | Buy  | Up   |    76.00 |      20.00 | $     15.20
413 | 2025-12-12 09:20:58 | Buy  | Up   |    76.00 |      20.00 | $     15.20
414 | 2025-12-12 09:20:58 | Buy  | Up   |    77.00 |       9.83 | $      7.57
415 | 2025-12-12 09:21:00 | Buy  | Down |    21.00 |       0.54 | $      0.11
416 | 2025-12-12 09:21:00 | Buy  | Down |    21.00 |       6.41 | $      1.35
417 | 2025-12-12 09:21:00 | Buy  | Down |    21.00 |       0.10 | $      0.02
418 | 2025-12-12 09:21:00 | Buy  | Down |    21.00 |       5.58 | $      1.17
419 | 2025-12-12 09:21:00 | Buy  | Down |    21.00 |      13.87 | $      2.91
420 | 2025-12-12 09:21:04 | Buy  | Up   |    77.00 |      20.00 | $     15.40
421 | 2025-12-12 09:21:04 | Buy  | Up   |    77.00 |      20.00 | $     15.40
422 | 2025-12-12 09:21:04 | Buy  | Up   |    77.00 |      20.00 | $     15.40
423 | 2025-12-12 09:21:04 | Buy  | Up   |    77.00 |      20.00 | $     15.40
424 | 2025-12-12 09:21:04 | Buy  | Down |    21.00 |       1.51 | $      0.32
425 | 2025-12-12 09:21:04 | Buy  | Down |    21.00 |       6.33 | $      1.33
426 | 2025-12-12 09:21:06 | Buy  | Down |    21.00 |       1.51 | $      0.32
427 | 2025-12-12 09:21:08 | Buy  | Down |    21.00 |       5.00 | $      1.05
428 | 2025-12-12 09:21:08 | Buy  | Down |    21.00 |       5.25 | $      1.10
429 | 2025-12-12 09:21:10 | Buy  | Down |    21.00 |      20.00 | $      4.20
430 | 2025-12-12 09:21:10 | Buy  | Up   |    78.00 |      10.00 | $      7.80
431 | 2025-12-12 09:21:10 | Buy  | Down |    21.00 |      20.00 | $      4.20
432 | 2025-12-12 09:21:10 | Buy  | Down |    21.00 |      20.00 | $      4.20
433 | 2025-12-12 09:21:10 | Buy  | Down |    21.00 |      20.00 | $      4.20
434 | 2025-12-12 09:21:10 | Buy  | Down |    21.00 |      20.00 | $      4.20
435 | 2025-12-12 09:21:20 | Buy  | Up   |    79.00 |      10.00 | $      7.90
436 | 2025-12-12 09:21:22 | Buy  | Up   |    79.00 |       6.43 | $      5.08
437 | 2025-12-12 09:21:22 | Buy  | Up   |    80.00 |      20.00 | $     16.00
438 | 2025-12-12 09:21:22 | Buy  | Up   |    79.00 |      10.00 | $      7.90
439 | 2025-12-12 09:21:28 | Buy  | Down |    16.00 |      20.00 | $      3.20
440 | 2025-12-12 09:21:28 | Buy  | Down |    16.00 |      20.00 | $      3.20
441 | 2025-12-12 09:21:30 | Buy  | Up   |    86.00 |      20.00 | $     17.20
442 | 2025-12-12 09:21:34 | Buy  | Up   |    89.00 |      20.00 | $     17.80
443 | 2025-12-12 09:21:34 | Buy  | Up   |    89.00 |      20.00 | $     17.80
444 | 2025-12-12 09:21:34 | Buy  | Down |     9.00 |       5.33 | $      0.48
445 | 2025-12-12 09:21:34 | Buy  | Down |     9.00 |      14.67 | $      1.32
446 | 2025-12-12 09:21:34 | Buy  | Up   |    90.00 |      20.00 | $     18.00
447 | 2025-12-12 09:21:34 | Buy  | Up   |    89.00 |      20.00 | $     17.80
448 | 2025-12-12 09:21:34 | Buy  | Up   |    89.00 |       0.88 | $      0.78
449 | 2025-12-12 09:21:34 | Buy  | Up   |    89.00 |      20.00 | $     17.80
450 | 2025-12-12 09:21:36 | Buy  | Down |     8.00 |      10.87 | $      0.87
451 | 2025-12-12 09:21:36 | Buy  | Down |     9.00 |      20.00 | $      1.80
452 | 2025-12-12 09:21:36 | Buy  | Up   |    89.00 |      16.77 | $     14.93
453 | 2025-12-12 09:21:36 | Buy  | Down |     9.00 |      14.93 | $      1.34
454 | 2025-12-12 09:21:36 | Buy  | Down |     8.00 |       1.09 | $      0.09
455 | 2025-12-12 09:21:36 | Buy  | Down |     9.00 |       5.07 | $      0.46
456 | 2025-12-12 09:21:36 | Buy  | Down |     8.00 |       5.08 | $      0.41
457 | 2025-12-12 09:21:36 | Buy  | Down |     9.00 |      20.00 | $      1.80
458 | 2025-12-12 09:21:36 | Buy  | Up   |    89.00 |      13.68 | $     12.18
459 | 2025-12-12 09:21:36 | Buy  | Up   |    89.00 |       6.32 | $      5.62
460 | 2025-12-12 09:21:36 | Buy  | Up   |    89.00 |       3.22 | $      2.87
461 | 2025-12-12 09:21:38 | Buy  | Down |     8.00 |       8.04 | $      0.64
462 | 2025-12-12 09:21:38 | Buy  | Down |     8.00 |       3.81 | $      0.30
463 | 2025-12-12 09:21:38 | Buy  | Down |     8.00 |       5.27 | $      0.42
464 | 2025-12-12 09:21:38 | Buy  | Down |     8.00 |      10.87 | $      0.87
465 | 2025-12-12 09:21:38 | Buy  | Down |     8.00 |       1.47 | $      0.12
466 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |       3.00 | $      2.70
467 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |      11.00 | $      9.90
468 | 2025-12-12 09:21:40 | Buy  | Down |     8.00 |      20.00 | $      1.60
469 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |      20.00 | $     18.00
470 | 2025-12-12 09:21:40 | Buy  | Up   |    89.00 |      20.00 | $     17.80
471 | 2025-12-12 09:21:40 | Buy  | Up   |    89.00 |      20.00 | $     17.80
472 | 2025-12-12 09:21:40 | Buy  | Down |     8.00 |      20.00 | $      1.60
473 | 2025-12-12 09:21:40 | Buy  | Down |     8.00 |       5.27 | $      0.42
474 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |       7.00 | $      6.30
475 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |      20.00 | $     18.00
476 | 2025-12-12 09:21:40 | Buy  | Down |     8.00 |       7.66 | $      0.61
477 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |      11.00 | $      9.90
478 | 2025-12-12 09:21:40 | Buy  | Down |     8.00 |      20.00 | $      1.60
479 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |       3.00 | $      2.70
480 | 2025-12-12 09:21:40 | Buy  | Up   |    90.00 |      10.00 | $      9.00
481 | 2025-12-12 09:21:40 | Buy  | Down |     8.00 |      20.00 | $      1.60
482 | 2025-12-12 09:21:42 | Buy  | Up   |    90.00 |       6.00 | $      5.40
483 | 2025-12-12 09:21:42 | Buy  | Down |     8.00 |      20.00 | $      1.60
484 | 2025-12-12 09:21:42 | Buy  | Down |     8.00 |      20.00 | $      1.60
485 | 2025-12-12 09:21:42 | Buy  | Up   |    90.00 |       5.00 | $      4.50
486 | 2025-12-12 09:21:42 | Buy  | Down |     8.00 |      14.00 | $      1.12
487 | 2025-12-12 09:21:42 | Buy  | Up   |    90.00 |       4.00 | $      3.60
488 | 2025-12-12 09:21:42 | Buy  | Down |     8.00 |       6.00 | $      0.48
489 | 2025-12-12 09:21:46 | Buy  | Down |    10.75 |      20.00 | $      2.15
490 | 2025-12-12 09:21:46 | Buy  | Down |    10.00 |      20.00 | $      2.00
491 | 2025-12-12 09:21:46 | Buy  | Down |    10.00 |      20.00 | $      2.00
492 | 2025-12-12 09:21:46 | Buy  | Down |    10.00 |      20.00 | $      2.00
493 | 2025-12-12 09:22:06 | Buy  | Up   |    86.00 |      20.00 | $     17.20
494 | 2025-12-12 09:22:06 | Buy  | Up   |    87.00 |      20.00 | $     17.40
495 | 2025-12-12 09:22:06 | Buy  | Up   |    87.00 |      20.00 | $     17.40
496 | 2025-12-12 09:22:06 | Buy  | Up   |    87.00 |      20.00 | $     17.40
497 | 2025-12-12 09:22:08 | Buy  | Down |    11.00 |      20.00 | $      2.20
498 | 2025-12-12 09:22:08 | Buy  | Down |    11.00 |      20.00 | $      2.20
499 | 2025-12-12 09:22:08 | Buy  | Down |    11.00 |      20.00 | $      2.20
500 | 2025-12-12 09:22:08 | Buy  | Down |    11.00 |      20.00 | $      2.20
501 | 2025-12-12 09:22:10 | Buy  | Up   |    87.00 |      17.31 | $     15.06
502 | 2025-12-12 09:22:12 | Buy  | Up   |    89.00 |      10.00 | $      8.90
503 | 2025-12-12 09:22:12 | Buy  | Up   |    89.00 |      10.00 | $      8.90
504 | 2025-12-12 09:22:14 | Buy  | Up   |    89.00 |       1.20 | $      1.07
505 | 2025-12-12 09:22:16 | Buy  | Up   |    86.00 |       3.72 | $      3.20
506 | 2025-12-12 09:22:20 | Buy  | Up   |    83.00 |      19.00 | $     15.77
507 | 2025-12-12 09:22:22 | Buy  | Up   |    83.00 |      19.00 | $     15.77
508 | 2025-12-12 09:22:22 | Buy  | Down |    17.00 |      19.00 | $      3.23
509 | 2025-12-12 09:22:22 | Buy  | Up   |    79.00 |       0.52 | $      0.41
510 | 2025-12-12 09:22:22 | Buy  | Up   |    79.00 |      18.19 | $     14.37
511 | 2025-12-12 09:22:24 | Buy  | Up   |    79.00 |       4.20 | $      3.32
512 | 2025-12-12 09:22:24 | Buy  | Down |    19.00 |       2.22 | $      0.42
513 | 2025-12-12 09:22:24 | Buy  | Up   |    79.00 |      18.48 | $     14.60
514 | 2025-12-12 09:22:24 | Buy  | Up   |    77.00 |       1.40 | $      1.08
515 | 2025-12-12 09:22:24 | Buy  | Up   |    79.00 |       0.80 | $      0.63
516 | 2025-12-12 09:22:24 | Buy  | Up   |    79.00 |      19.00 | $     15.01
517 | 2025-12-12 09:22:26 | Buy  | Up   |    77.00 |      17.59 | $     13.54
518 | 2025-12-12 09:22:28 | Buy  | Up   |    78.00 |      15.00 | $     11.70
519 | 2025-12-12 09:22:30 | Buy  | Down |    19.00 |       1.83 | $      0.35
520 | 2025-12-12 09:22:30 | Buy  | Down |    19.00 |       3.66 | $      0.70
521 | 2025-12-12 09:22:30 | Buy  | Down |    19.00 |       1.18 | $      0.22
522 | 2025-12-12 09:22:30 | Buy  | Down |    19.00 |      13.51 | $      2.57
523 | 2025-12-12 09:22:30 | Buy  | Down |    20.00 |      19.00 | $      3.80
524 | 2025-12-12 09:22:30 | Buy  | Down |    20.00 |      19.00 | $      3.80
525 | 2025-12-12 09:22:32 | Buy  | Up   |    79.00 |      16.43 | $     12.98
526 | 2025-12-12 09:22:32 | Buy  | Down |    19.00 |       1.38 | $      0.26
527 | 2025-12-12 09:22:32 | Buy  | Down |    19.00 |      16.42 | $      3.12
528 | 2025-12-12 09:22:34 | Buy  | Up   |    79.00 |      19.00 | $     15.01
529 | 2025-12-12 09:22:34 | Buy  | Up   |    79.00 |      19.00 | $     15.01
530 | 2025-12-12 09:22:34 | Buy  | Up   |    79.00 |       7.00 | $      5.53
531 | 2025-12-12 09:22:38 | Buy  | Down |    20.00 |      19.00 | $      3.80
532 | 2025-12-12 09:22:40 | Buy  | Down |    21.00 |      19.00 | $      3.99
533 | 2025-12-12 09:22:40 | Buy  | Down |    20.00 |      19.00 | $      3.80
534 | 2025-12-12 09:22:40 | Buy  | Down |    20.00 |      19.00 | $      3.80
535 | 2025-12-12 09:22:40 | Buy  | Down |    21.00 |      19.00 | $      3.99
536 | 2025-12-12 09:22:40 | Buy  | Down |    21.00 |      19.00 | $      3.99
537 | 2025-12-12 09:22:40 | Buy  | Up   |    78.00 |       0.17 | $      0.13
538 | 2025-12-12 09:22:40 | Buy  | Down |    20.00 |      19.00 | $      3.80
539 | 2025-12-12 09:22:42 | Buy  | Up   |    78.00 |       5.00 | $      3.90
540 | 2025-12-12 09:22:42 | Buy  | Up   |    78.00 |       6.00 | $      4.68
541 | 2025-12-12 09:22:44 | Buy  | Down |    19.00 |      19.00 | $      3.61
542 | 2025-12-12 09:22:44 | Buy  | Up   |    78.00 |       7.83 | $      6.11
543 | 2025-12-12 09:22:44 | Buy  | Down |    19.00 |      19.00 | $      3.61
